"Name","TID","InfoTID","BuildingClass","SecondaryTargetingClass","ShopBuildingClass","SWF","ExportName","ExportNameNpc","ExportNameConstruction","ExportNameLocked","BuildTimeD","BuildTimeH","BuildTimeM","BuildTimeS","BuildResource","BuildCost","TownHallLevel","TownHallLevel2","Width","Height","Icon","ExportNameBuildAnim","ExportNameUpgradeAnim","MaxStoredGold","MaxStoredElixir","MaxStoredDarkElixir","MaxStoredWarGold","MaxStoredWarElixir","MaxStoredWarDarkElixir","MaxStoredGold2","MaxStoredElixir2","PercentageStoredGold","PercentageStoredElixir","PercentageStoredDarkElixir","LootOnDestruction","Bunker","Village2Housing","HousingSpace","HousingSpaceAlt","ProducesResource","ResourcePer100Hours","ResourceMax","ResourceIconLimit","UnitProduction","UpgradesUnits","ProducesUnitsOfType","BoostCost","FreeBoost","Hitpoints","RegenTime","AttackRange","AltAttackMode","AltAttackRange","PrepareSpeed","AttackSpeed","AltAttackSpeed","CoolDownOverride","DPS","AltDPS","Damage","PreferredTarget","PreferredTargetDamageMod","RandomHitPosition","DestroyEffect","DestroyDamageEffect","AttackEffect","AttackEffect2","ChainAttackDistance","AttackEffectAlt","HitEffect","Projectile","AltProjectile","ExportNameDamaged","BuildingW","BuildingH","BaseGfx","ExportNameBase","AirTargets","GroundTargets","AltAirTargets","AltGroundTargets","AltMultiTargets","AmmoCount","AmmoResource","AmmoCost","MinAttackRange","DamageRadius","PushBack","WallCornerPieces","LoadAmmoEffect","NoAmmoEffect","ToggleAttackModeEffect","PickUpEffect","PlacingEffect","CanNotSellLast","DefenderCharacter","DefenderCount","DefenderZ","AltDefenderZ","DestructionXP","Locked","StartingHomeCount","Hidden","AOESpell","AOESpellAlternate","TriggerRadius","ExportNameTriggered","AppearEffect","ForgesSpells","ForgesMiniSpells","IsHeroBarrack","HeroType","IncreasingDamage","DPSLv2","DPSLv3","DPSMulti","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","TransitionEffectLv2","TransitionEffectLv3","AltNumMultiTargets","PreventsHealing","StrengthWeight","AlternatePickNewTargetDelay","AltBuildResource","SpeedMod","StatusEffectTime","ShockwavePushStrength","ShockwaveArcLength","ShockwaveExpandRadius","TargetingConeAngle","AimRotateStep","PenetratingProjectile","PenetratingRadius","PenetratingExtraRange","TurnSpeed","NeedsAim","TargetGroups","TargetGroupsRadius","HitSpell","HitSpellLevel","ExportNameBeamStart","ExportNameBeamEnd","Damage2","Damage2Radius","Damage2Delay","Damage2Min","Damage2FalloffStart","Damage2FalloffEnd","HitEffect2","WakeUpSpeed","WakeUpSpace","PreAttackEffect","ShareHeroCombatData","BurstCount","BurstDelay","AltBurstCount","AltBurstDelay","DummyProjectileCount","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","IsRed","VillageType","WallBlockX","WallBlockY","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","DefenceTroopCount","DefenceTroopCharacter","DefenceTroopCharacter2","DefenceTroopLevel","AmountCanBeUpgraded","SelfAsAoeCenter","NewTargetAttackDelay","GearUpBuilding","GearUpLevelRequirement","GearUpResource","GearUpCost","GearUpTime","GearUpTID"
,,,,,,,"basic_turret_lvl9",,,,3,,0,0,,800000,8,8,,,,"alliance_castle_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,880,23,,,,,,,,56,28,,,,,,,"Cannon Attack Large",,,,,"Cannonball7","Cannonball7",,,,,"basic_cannon_lvl9_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"basic_turret_lvl10",,,,4,,0,0,,1500000,8,8,,,,"alliance_castle_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,960,24,,,,,,,,65,33,,,,,,,"Cannon Attack Large",,,,,"Cannonball10","Cannonball10",,,,,"basic_cannon_lvl10_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"basic_turret_lvl11",,,,5,,0,0,,3000000,9,9,,,,"alliance_castle_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,1060,25,,,,,,,,80,40,,,,,,,"Cannon Attack Large",,,,,"Cannonball10","Cannonball10",,,,,"basic_cannon_lvl11_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"basic_turret_lvl12",,,,6,,0,0,,4500000,10,10,,,,"alliance_castle_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,1160,25,,,,,,,,95,48,,,,,,,"Cannon Attack Large",,,,,"Cannonball12","Cannonball12",,,,,"basic_cannon_lvl11_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"basic_turret_lvl13",,,,7,,0,0,,6000000,10,10,,,,"alliance_castle_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,1260,25,,,,,,,,110,55,,,,,,,"Cannon Attack Larger",,,,,"Cannonball13","Cannonball13",,,,,"basic_cannon_lvl11_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"basic_turret_lvl14",,,,8,,0,0,,7500000,11,11,,,,"alliance_castle_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,1380,25,,,,,,,,120,60,,,,,,,"Cannon Attack Larger",,,,,"Cannonball14","Cannonball14",,,,,"basic_cannon_lvl11_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"basic_turret_lvl15",,,,9,,0,0,,9000000,11,11,,,,"alliance_castle_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,1500,25,,,,,,,,130,65,,,,,,,"Cannon Attack Larger",,,,,"Cannonball14","Cannonball14",,,,,"basic_cannon_lvl11_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Archer Tower","TID_BUILDING_ARCHER_TOWER","TID_ARCHER_TOWER_INFO","Defense",,,"sc/buildings.sc","tower_turret_lvl1",,"tower_turret_const",,,,1,,"Gold",1000,2,2,3,3,,"tower_turret_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,380,15,1000,"true",700,,500,250,,11,22,,,,,"Building Destroyed",,"Archer Attack",,,,"Generic Hit","Tower Arrow","Tower Arrow","wood_destructed_tiles3",2,2,,"defense_tower_turret_base","true","true","true","true",,,,,,,,,,,"Bow Target","Tower Turret Pickup","Tower Turret Placing",,"Archer",2,180,100,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Archer Tower2",5,"Gold",,,"TID_GEAR_UP_ARCHER_TOWER"
,,,,,,,"tower_turret_lvl2",,,,,,30,,,2000,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,16,,,,,,,,15,30,,,,,,,,,,,"Generic Hit","Tower Arrow","Tower Arrow","wood_destructed_tiles3",,,,,,,,,,,,,,,,,,,,,,,"Archer",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"tower_turret_lvl3",,,,,,45,,,5000,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,17,,,,,,,,19,38,,,,,,,,,,,"Generic Hit","Tower Arrow","Tower Arrow","wood_destructed_tiles3",,,,,,,,,,,,,,,,,,,,,,,"Archer",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"tower_turret_lvl4",,,,,4,0,,,20000,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,18,,,,,,,,25,50,,,,,,,,,,,"Generic Hit","Tower Arrow Fire","Tower Arrow Fire","rockWood_destructed_tiles3",,,,,,,,,,,,,,,,,,,,,,,"Archer",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"tower_turret_lvl5",,,,,12,0,,,80000,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,19,,,,,,,,30,60,,,,,,,,,,,"Generic Hit","Tower Arrow Fire","Tower Arrow Fire","rockWood_destructed_tiles3",,,,,,,,,,,,,,,,,,,,,,,"Archer2",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"tower_turret_lvl6",,,,1,0,0,,,180000,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,20,,,,,,,,35,70,,,,,,,,,,,"Generic Hit","Tower Arrow Fire","Tower Arrow Fire","rockWood_destructed_tiles3",,,,,,,,,,,,,,,,,,,,,,,"Archer2",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"tower_turret_lvl7",,,,2,0,0,,,360000,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,21,,,,,,,,42,84,,,,,,,,,,,"Generic Hit","Tower Arrow ElixFire","Tower Arrow ElixFire","rockWood_destructed_tiles3",,,,,,,,,,,,,,,,,,,,,,,"Archer2",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"tower_turret_lvl8",,,,3,0,0,,,720000,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,22,,,,,,,,48,96,,,,,,,,,,,"Generic Hit","Tower Arrow ElixFire","Tower Arrow ElixFire","rockWood_destructed_tiles3",,,,,,,,,,,,,,,,,,,,,,,"Archer3",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"tower_turret_lvl9",,,,4,0,0,,,1000000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,23,,,,,,,,56,112,,,,,,,,,,,"Generic Hit","Tower Arrow ElixFire","Tower Arrow ElixFire","rockWood_destructed_tiles3",,,,,,,,,,,,,,,,,,,,,,,"Archer3",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"tower_turret_lvl10",,,,5,0,0,,,2000000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,24,,,,,,,,65,130,,,,,,,,,,,"Explosive Arrow","Tower Arrow ElixFire","Tower Arrow ElixFire","rockWood_destructed_tiles3",,,,,,,,,,,,,,,,,,,,,,,"Archer3",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000,10080,
,,,,,,,"tower_turret_lvl11",,,,6,0,0,,,3500000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,25,,,,,,,,75,150,,,,,,,,,,,"Explosive Arrow","Tower Arrow DarkElixFire","Tower Arrow DarkElixFire","rockWood_destructed_tiles3",,,,,,,,,,,,,,,,,,,,,,,"Archer6",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"tower_turret_lvl12",,,,7,0,0,,,5000000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970,25,,,,,,,,86,172,,,,,,,,,,,"Explosive Arrow","Tower Arrow Fire2","Tower Arrow Fire2","rockWood_destructed_tiles3",,,,,,,,,,,,,,,,,,,,,,,"Archer6",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"tower_turret_lvl13",,,,8,0,0,,,6500000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,25,,,,,,,,98,186,,,,,,,,,,,"Explosive Arrow","Tower Arrow Fire3","Tower Arrow Fire3","rockWood_destructed_tiles3",,,,,,,,,,,,,,,,,,,,,,,"Archer7",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"tower_turret_lvl14",,,,9,0,0,,,8000000,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130,25,,,,,,,,110,220,,,,,,,,,,,"Explosive Arrow","Tower Arrow Fire3","Tower Arrow Fire3","rockWood_destructed_tiles3",,,,,,,,,,,,,,,,,,,,,,,"Archer7",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"tower_turret_lvl15",,,,10,0,0,,,9500000,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230,25,,,,,,,,120,240,,,,,,,,,,,"Explosive Arrow","Tower Arrow Fire3","Tower Arrow Fire3","rockWood_destructed_tiles3",,,,,,,,,,,,,,,,,,,,,,,"Archer7",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall","TID_BUILDING_WALL","TID_WALL_INFO","Wall",,,"sc/buildings.sc","defense_wall_lvl1",,"dummy_particle",,,,0,,"Gold",50,2,2,1,1,,"dummy_particle",,,,,,,,,,,,,,,,,,,,,,,,,,,300,20,,,,,,,,,,,,,,"wall_lvl1_destroyed",,,,,,,,,"wall_destructed_lvl1",,,,,,,,,,,,,,,,,,,,"Weak Wall Pickup","Weak Wall Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"defense_wall_lvl2",,,,,,0,,,1000,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,21,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"defense_wall_lvl3",,,,,,0,,,5000,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,22,,,,,,,,,,,,,,"wall_lvl2_destroyed",,,,,,,,,"wall_destructed_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"defense_wall_lvl4",,,,,,0,,,10000,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,23,,,,,,,,,,,,,,"wall_lvl4_destroyed",,,,,,,,,"wall_destructed_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"defense_wall_lvl5",,,,,,0,,,30000,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,24,,,,,,,,,,,,,,"wall_lvl4_destroyed",,,,,,,,,"wall_destructed_lvl5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"defense_wall_lvl6",,,,,,0,,,75000,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,25,,,,,,,,,,,,,,"wall_lvl6_destroyed",,,,,,,,,"wall_destructed_lvl6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"defense_wall_lvl7",,,,,,0,,,200000,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,26,,,,,,,,,,,,,,"wall_lvl7_destroyed",,,,,,,,,"wall_destructed_lvl7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"defense_wall_lvl8",,,,,,0,,,500000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,27,,,,,,,,,,,,,,"wall_lvl4_destroyed",,,,,,,,,"wall_destructed_lvl8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"defense_wall_lvl9",,,,,,,,,1000000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,28,,,,,,,,,,,,,,"wall_lvl4_destroyed",,,,,,,,,"wall_destructed_lvl8",,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,"Elixir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"defense_wall_lvl10",,,,,,,,,2000000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500,29,,,,,,,,,,,,,,"Wall Level 10 Destroyed",,,,,,,,,"wall_destructed_lvl9",,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,"Elixir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"defense_wall_lvl11",,,,,,,,,3000000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,29,,,,,,,,,,,,,,"Wall Level 10 Destroyed",,,,,,,,,"wall_destructed_lvl9",,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,"Elixir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"defense_wall_lvl12",,,,,,,,,4000000,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8500,29,,,,,,,,,,,,,,"Wall Level 10 Destroyed",,,,,,,,,"wall_destructed_lvl9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,"Elixir",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,
"Wizard Tower","TID_BUILDING_WIZARD_TOWER","TID_WIZARD_TOWER_INFO","Defense",,,"sc/buildings.sc","wizard_tower_lvl1",,"wizard_tower_const",,,12,0,,"Gold",180000,5,5,3,3,,"wizard_tower_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,620,15,700,,,,1300,,,11,,,,,,"Building Destroyed",,"WizardTower_attack",,,,"Wizard Tower hit","wizardTower_projectile",,"rock_destructed_tiles3",2,2,,"wizard_tower_base","true","true",,,,,,,,100,,,,,,"Wizard Tower Pickup","Wizard Tower Placing",,"Wizard",1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"wizard_tower_lvl4",,,,1,0,0,,,360000,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,16,,,,,,,,13,,,,,,,,"WizardTower_attack",,,,,"wizardTower_projectile",,,,,,,,,,,,,,,,,,,,,,,,,"Wizard",1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"wizard_tower_lvl7",,,,2,0,0,,,700000,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,17,,,,,,,,16,,,,,,,,"WizardTower_attack",,,,,"wizardTower_projectile",,,,,,,,,,,,,,,,,,,,,,,,,"Wizard2",1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"wizard_tower_lvl8",,,,3,0,0,,,1200000,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,18,,,,,,,,20,,,,,,,,"WizardTower_attack",,,,,"wizardTower_projectile",,,,,,,,,,,,,,,,,,,,,,,,,"Wizard2",1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"wizard_tower_lvl9",,,,4,0,0,,,1700000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,19,,,,,,,,24,,,,,,,,"WizardTower_attack2",,,,,"wizardTower_projectile2",,,,,,,,,,,,,,,,,,,,,,,,,"Wizard3",1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"wizard_tower_lvl10",,,,5,0,0,,,2200000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,20,,,,,,,,32,,,,,,,,"WizardTower_attack2",,,,,"wizardTower_projectile2",,,,,,,,,,,,,,,,,,,,,,,,,"Wizard3",1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"wizard_tower_lvl11",,,,6,0,0,,,3700000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,21,,,,,,,,40,,,,,,,,"WizardTower_attack2",,,,,"wizardTower_projectile2",,,,,,,,,,,,,,,,,,,,,,,,,"Wizard3",1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"wizard_tower_lvl12",,,,8,0,0,,,5200000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440,21,,,,,,,,48,,,,,,,,"WizardTower_attack3",,,,,"wizardTower_projectile3",,,,,,,,,,,,,,,,,,,,,,,,,"Wizard6",1,135,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"wizard_tower_lvl13",,,,10,0,0,,,7200000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680,21,,,,,,,,56,,,,,,,,"WizardTower_attack3",,,,,"wizardTower_projectile3",,,,,,,,,,,,,,,,,,,,,,,,,"Wizard6",1,135,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"wizard_tower_lvl14",,,,12,0,0,,,9200000,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,21,,,,,,,,62,,,,,,,,"WizardTower_attack3",,,,,"wizardTower_projectile4",,,,,,,,,,,,,,,,,,,,,,,,,"Wizard7",1,135,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Air Defense","TID_BUILDING_AIR_DEFENSE","TID_AIR_DEFENSE_INFO","Defense",,,"sc/buildings.sc","fireworks_tower_lvl1",,"basic_turret_const",,,5,0,,"Gold",22500,4,4,3,3,,"fireworks_tower_upg","fireworks_tower_lvl1_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,800,15,1000,,,,1000,,,80,,,,,,"Building Destroyed",,"Air Defence Attack",,,,"Air Defence hit1","Firework",,"rockWood_destructed_tiles3",2,2,,"airdefence_tower_base","true","false",,,,,,,,,,,,,,"Air Defence Pickup","Air Defence Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"fireworks_tower_lvl2",,,,1,0,0,,,90000,4,4,,,,,"fireworks_tower_lvl2_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,850,16,,,,,,,,110,,,,,,,,"Air Defence Attack",,,,"Air Defence hit1","Firework2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"fireworks_tower_lvl3",,,,3,0,0,,,270000,5,5,,,,,"fireworks_tower_lvl3_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,900,17,,,,,,,,140,,,,,,,,"Air Defence Attack",,,,"Air Defence hit2","Firework3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
