Name,Rewards,RewardAmounts,Probabilities
,FasterCrops1_lv2,1,40
,FasterCrops2_lv2,1,40
,FasterCrops3_lv2,1,40
,FasterCrops4_lv2,1,40
,FasterTom_lv2,1,40
,FasterBuildings1_lv2,1,40
,FasterBuildings2_lv2,1,40
,FasterBuildings3_lv2,1,40
,FasterBuildings4_lv2,1,40
,FasterTrees_lv2,1,40
,FasterBushes_lv2,1,40
,FreeTom_lv2,1,40
,FreeRose_lv2,1,40
,FreeErnest_lv2,1,40
,EasierBoats_lv2,1,40
,FasterBoats_lv3,1,80
,FasterCrops1_lv3,1,80
,FasterCrops2_lv3,1,80
,FasterCrops3_lv3,1,80
,FasterCrops4_lv3,1,80
,FasterTom_lv3,1,80
,FasterBuildings1_lv3,1,80
,FasterBuildings2_lv3,1,80
,FasterBuildings3_lv3,1,80
,FasterBuildings4_lv3,1,80
,FasterTrees_lv3,1,80
,FasterBushes_lv3,1,80
,FreeTom_lv3,1,60
,FreeRose_lv3,1,80
,FreeErnest_lv3,1,80
,EasierBoats_lv3,1,80
,FasterBoats_lv4,1,6
,FasterCrops1_lv4,1,6
,FasterCrops2_lv4,1,6
,FasterCrops3_lv4,1,6
,FasterCrops4_lv4,1,6
,FasterTom_lv4,1,6
,FasterBuildings1_lv4,1,6
,FasterBuildings2_lv4,1,6
,FasterBuildings3_lv4,1,6
,FasterBuildings4_lv4,1,6
,FasterTrees_lv4,1,6
,FasterBushes_lv4,1,6
,FreeTom_lv4,1,6
,FreeRose_lv4,1,6
,FreeErnest_lv4,1,6
,EasierBoats_lv4,1,6
DerbyRewardSet5_35_expert,FasterBoats_lv3,1,15
,FasterCrops1_lv3,1,15
,FasterCrops2_lv3,1,15
,FasterCrops3_lv3,1,15
,FasterCrops4_lv3,1,15
,FasterTom_lv3,1,15
,FasterBuildings1_lv3,1,15
,FasterBuildings2_lv3,1,15
,FasterBuildings3_lv3,1,15
,FasterBuildings4_lv3,1,15
,FasterTrees_lv3,1,15
,FasterBushes_lv3,1,15
,FreeTom_lv3,1,15
,FreeRose_lv3,1,15
,FreeErnest_lv3,1,15
,EasierBoats_lv3,1,15
,FasterBoats_lv4,1,30
,FasterCrops1_lv4,1,30
,FasterCrops2_lv4,1,30
,FasterCrops3_lv4,1,30
,FasterCrops4_lv4,1,30
,FasterTom_lv4,1,30
,FasterBuildings1_lv4,1,30
,FasterBuildings2_lv4,1,30
,FasterBuildings3_lv4,1,30
,FasterBuildings4_lv4,1,30
,FasterTrees_lv4,1,30
,FasterBushes_lv4,1,30
,FreeTom_lv4,1,30
,FreeRose_lv4,1,30
,FreeErnest_lv4,1,30
,EasierBoats_lv4,1,30
,FasterBoats_lv5,1,2
,FasterCrops1_lv5,1,2
,FasterCrops2_lv5,1,2
,FasterCrops3_lv5,1,2
,FasterCrops4_lv5,1,2
,FasterTom_lv5,1,2
,FasterBuildings1_lv5,1,2
,FasterBuildings2_lv5,1,2
,FasterBuildings3_lv5,1,2
,FasterBuildings4_lv5,1,2
,FasterTrees_lv5,1,2
,FasterBushes_lv5,1,2
,FreeTom_lv5,1,2
,FreeRose_lv5,1,2
,FreeErnest_lv5,1,2
,EasierBoats_lv5,1,2
DerbyRewardSet5_35_champions,FasterBoats_lv4,1,20
,FasterCrops1_lv4,1,20
,FasterCrops2_lv4,1,20
,FasterCrops3_lv4,1,20
,FasterCrops4_lv4,1,20
,FasterTom_lv4,1,20
,FasterBuildings1_lv4,1,20
,FasterBuildings2_lv4,1,20
,FasterBuildings3_lv4,1,20
,FasterBuildings4_lv4,1,20
,FasterTrees_lv4,1,20
,FasterBushes_lv4,1,20
,FreeTom_lv4,1,20
,FreeRose_lv4,1,20
,FreeErnest_lv4,1,20
,EasierBoats_lv4,1,20
,FasterBoats_lv5,1,3
,FasterCrops1_lv5,1,1
,FasterCrops2_lv5,1,1
,FasterCrops3_lv5,1,1
,FasterCrops4_lv5,1,1
,FasterTom_lv5,1,1
,FasterBuildings1_lv5,1,1
,FasterBuildings2_lv5,1,1
,FasterBuildings3_lv5,1,1
,FasterBuildings4_lv5,1,1
,FasterTrees_lv5,1,1
,FasterBushes_lv5,1,1
,FreeTom_lv5,1,1
,FreeRose_lv5,1,1
,FreeErnest_lv5,1,1
,EasierBoats_lv5,1,1
DerbyRewardSet8_35_expert,FasterBoats_lv3,1,15
,FasterCrops1_lv3,1,15
,FasterCrops2_lv3,1,15
,FasterCrops3_lv3,1,15
,FasterCrops4_lv3,1,15
,FasterTom_lv3,1,15
,FasterBuildings1_lv3,1,15
,FasterBuildings2_lv3,1,15
,FasterBuildings3_lv3,1,15
,FasterBuildings4_lv3,1,15
,FasterTrees_lv3,1,15
,FasterBushes_lv3,1,15
,FreeTom_lv3,1,15
,FreeRose_lv3,1,15
,FreeErnest_lv3,1,15
,EasierBoats_lv3,1,15
,FasterBoats_lv4,1,30
,FasterCrops1_lv4,1,30
,FasterCrops2_lv4,1,30
,FasterCrops3_lv4,1,30
,FasterCrops4_lv4,1,30
,FasterTom_lv4,1,30
,FasterBuildings1_lv4,1,30
,FasterBuildings2_lv4,1,30
,FasterBuildings3_lv4,1,30
,FasterBuildings4_lv4,1,30
,FasterTrees_lv4,1,30
,FasterBushes_lv4,1,30
,FreeTom_lv4,1,30
,FreeRose_lv4,1,30
,FreeErnest_lv4,1,30
,EasierBoats_lv4,1,30
,FasterBoats_lv5,1,3
,FasterCrops1_lv5,1,3
,FasterCrops2_lv5,1,3
,FasterCrops3_lv5,1,3
,FasterCrops4_lv5,1,3
,FasterTom_lv5,1,3
,FasterBuildings1_lv5,1,3
,FasterBuildings2_lv5,1,3
,FasterBuildings3_lv5,1,3
,FasterBuildings4_lv5,1,3
,FasterTrees_lv5,1,3
,FasterBushes_lv5,1,3
,FreeTom_lv5,1,3
,FreeRose_lv5,1,3
,FreeErnest_lv5,1,3
,EasierBoats_lv5,1,3
DerbyRewardSet8_35_champions,FasterBoats_lv4,1,30
,FasterCrops1_lv4,1,30
,FasterCrops2_lv4,1,30
,FasterCrops3_lv4,1,30
,FasterCrops4_lv4,1,30
,FasterTom_lv4,1,30
,FasterBuildings1_lv4,1,30
,FasterBuildings2_lv4,1,30
,FasterBuildings3_lv4,1,30
,FasterBuildings4_lv4,1,30
,FasterTrees_lv4,1,30
,FasterBushes_lv4,1,30
,FreeTom_lv4,1,30
,FreeRose_lv4,1,30
,FreeErnest_lv4,1,30
,EasierBoats_lv4,1,30
,FasterBoats_lv5,1,2
,FasterCrops1_lv5,1,2
,FasterCrops2_lv5,1,2
,FasterCrops3_lv5,1,2
,FasterCrops4_lv5,1,2
,FasterTom_lv5,1,2
,FasterBuildings1_lv5,1,2
,FasterBuildings2_lv5,1,2
,FasterBuildings3_lv5,1,2
,FasterBuildings4_lv5,1,2
,FasterTrees_lv5,1,2
,FasterBushes_lv5,1,2
,FreeTom_lv5,1,2
,FreeRose_lv5,1,2
,FreeErnest_lv5,1,2
,EasierBoats_lv5,1,2
