Name,ShopIconExportName,UnlockLevel,RepUnlockLevel,ShopOrder,FileName,ExportName,TileWidth,TileHeight,Price,DiamondPrice,Vouchers,VoucherCount,PriceIncrease,DoPriceIncreaseEveryNObject,ShopDescriptionTID,TID,BuySound,AttractsButterflies,BirdsLand,SpawnsBirds,SpawnsFrogs,TapSound,CanBuy,SpinWheelPrize,BuyExp,Theme,TagSpecial,TagNature,TagDeco,TagSanctuary,HideFromLevelUpScreen,SanctuaryAnimal
Banquette,shop_icon_banquette,1,0,,sc/decos.sc,banquette,3,1,,999,,,,,TID_DECO_DESC_UNIQUE,TID_DECO_PARTY_BANQUET,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
Swing_Tree,shop_icon_oak_tree,1,0,,sc/decos.sc,oak_tree,2,1,,999,,,,,TID_DECO_DESC_UNIQUE,TID_DECO_SWING_TREE,Buy,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
Purple_lights_tree,shop_icon_deco_purple_tree_lights,1,0,,sc/decos.sc,deco_purple_tree_lights,1,1,,999,,,,,TID_DECO_DESC_UNIQUE,TID_DECO_SPARKLING_TREE,Buy,,,,,TapDecorationGeneric,,,,,,TRUE,,,,
Green_lights_tree,shop_icon_festive_tree_lights,1,0,,sc/decos.sc,deco_festive_tree_lights,1,1,,999,,,,,TID_DECO_DESC_UNIQUE,TID_DECO_FESTIVE_TREE,Buy,,,,,TapDecorationGeneric,,,,,,TRUE,,,,
Easter_flowers,shop_icon_easter_bunny_flowerpot,1,0,,sc/decos.sc,bunny_flowerpot,1,1,,999,,,,,TID_DECO_EASTERUNIQUE_DESCRIPTION,TID_DECO_EASTER_FLOWERS,,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
Purple_tree,shop_icon_deco_leafy_big_02_purple,23,0,,sc/decos.sc,deco_leafy_big_02_purple,1,1,,,Voucher2,25,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PURPLE_TREE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,,,
Vibrant_tree,shop_icon_deco_leafy_big_02_vibrant,23,0,,sc/decos.sc,deco_leafy_big_02_vibrant,1,1,,,Voucher1,10,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_VIBRANT_TREE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,,,
,,,,,,,,,,,Voucher3,10,,,,,,,,,,,,,,,,,,,,
Red_tree,shop_icon_deco_leafy_big_02_autumn,23,0,,sc/decos.sc,deco_leafy_big_02_autumn,1,1,,,Voucher4,10,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_RED_TREE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,,,
Orange_tree,shop_icon_deco_leafy_big_03_autumn,23,0,,sc/decos.sc,deco_leafy_big_03_autumn,1,1,,,Voucher2,5,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ORANGE_TREE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,,,
,,,,,,,,,,,Voucher3,10,,,,,,,,,,,,,,,,,,,,
Yellow_tree,shop_icon_deco_leafy_big_04_autumn,23,0,,sc/decos.sc,deco_leafy_big_04_autumn,1,1,,,Voucher3,5,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_YELLOW_TREE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,,,
,,,,,,,,,,,Voucher4,5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueCake,shop_icon_cake_blue,1,0,,sc/decos.sc,cake_blue,1,1,,999,,,,,TID_HAYDAY_BIRTHDAYCAKE_DESCRIPTION,TID_DECO_BLUECAKE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
Baobab_tree,shop_icon_deco_baobab,0,3,1,sc/decos02.sc,baobab_tree,1,1,,,Voucher3,1,,,TID_SANCTUARYDECO_DESC,TID_DECO_BAOBABTREE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,,,TRUE,,Elephant1
,,,,,,,,,,,Voucher1,5,,,,,,,,,,,,,,,,,,,,
Termite_mound,shop_icon_deco_termite_mound,0,3,1,sc/decos02.sc,termite_mound,2,1,4500,,,,500,1,TID_SANCTUARYDECO_DESC,TID_DECO_TERMITEMOUND,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,,,TRUE,,Elephant1
Elephant_grass,shop_icon_deco_elephant_grass,0,3,1,sc/decos02.sc,elephant_grass,1,1,4500,,,,500,1,TID_SANCTUARYDECO_DESC,TID_DECO_ELEPHANTGRASS,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,,,TRUE,,Elephant2
Muddy_log,shop_icon_deco_deadlog,0,3,1,sc/decos02.sc,dead_log,2,1,,,Voucher1,5,,,TID_SANCTUARYDECO_DESC,TID_DECO_MUDDYLOG,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,,,TRUE,,Elephant2
,,,,,,,,,,,Voucher3,1,,,,,,,,,,,,,,,,,,,,
Lala_palm,shop_icon_deco_lala,0,3,1,sc/decos02.sc,lala_palm,1,1,,,Voucher2,3,,,TID_SANCTUARYDECO_DESC,TID_DECO_LALAPALM,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,,,TRUE,,Giraffe1
,,,,,,,,,,,Voucher1,5,,,,,,,,,,,,,,,,,,,,
Rock_formation,shop_icon_deco_rock_formation,0,3,1,sc/decos02.sc,rock_formation,1,1,4500,,,,500,1,TID_SANCTUARYDECO_DESC,TID_DECO_ROCKFORMATION,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,,,TRUE,,Giraffe1
Acacia_tree,shop_icon_deco_acacia,0,3,1,sc/decos02.sc,acacia_tree,1,1,,,Voucher3,1,,,TID_SANCTUARYDECO_DESC,TID_DECO_ACACIATREE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,,,TRUE,,Giraffe2
,,,,,,,,,,,Voucher2,3,,,,,,,,,,,,,,,,,,,,
Ice_plant,shop_icon_deco_iceplant_purple,0,3,1,sc/decos02.sc,ice_plant_purple,1,1,4500,,,,500,1,TID_SANCTUARYDECO_DESC,TID_DECO_ICEPLANT,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,,,TRUE,,Giraffe2
Rock_pond,shop_icon_deco_rocky_pond,0,3,1,sc/decos02.sc,rocky_pond,3,3,,,Voucher2,3,,,TID_SANCTUARYDECO_DESC,TID_DECO_ROCKPOND,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,,,TRUE,,Hippo1
,,,,,,,,,,,Voucher3,1,,,,,,,,,,,,,,,,,,,,
Savannah_bush,shop_icon_deco_savanna_bush,0,3,1,sc/decos02.sc,savanna_bush,1,1,4500,,,,500,1,TID_SANCTUARYDECO_DESC,TID_DECO_SAVANNAHBUSH,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,,,TRUE,,Hippo1
Palm_tree,shop_icon_deco_palm,0,3,1,sc/decos02.sc,palm_tree,1,1,,,Voucher1,5,,,TID_SANCTUARYDECO_DESC,TID_DECO_PALMTREE,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,,,TRUE,,Hippo2
,,,,,,,,,,,Voucher2,3,,,,,,,,,,,,,,,,,,,,
Aloe_plant,shop_icon_deco_aloe,0,3,1,sc/decos02.sc,aloe_plant,1,1,4500,,,,500,1,TID_SANCTUARYDECO_DESC,TID_DECO_ALOEPLANT,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,,,TRUE,,Hippo2
HugStatue,shop_icon_hugstatue,1,0,-1,sc/decos.sc,hug_statue,1,1,,999,,,,,TID_DECO_HUGSTATUE_DESC,TID_DECO_HUGSTATUE,,,,,,TapDecorationGeneric,,,,,TRUE,,,,,
