Name,TaskType,SubTaskType,TID,DescriptionTID,IconTooltipTID,ExportName,SubTaskIcon,MinRequiredQuantity,MaxRequiredQuantity,Deprecated,MinXPLevelForSpawn,SpawnProbabilityWeightLeague1,SpawnProbabilityWeightLeague2,SpawnProbabilityWeightLeague3,SpawnProbabilityWeightLeague4,SpawnProbabilityWeightLeague5,MinEventTimeMinLeftForSpawn,TaskParam1,TaskParam2,TaskParam3,MinRewardNeighborhoodPoints,MaxRewardNeighborhoodPoints,MinTaskDurationMin,MaxTaskDurationMin,CooldownIntervalSeconds,AdminCooldownIntervalSeconds,InstantCompleteCooldown
ServeTownVisitorSalesmanMedium,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_salesman,,3,5,,35,9,32,28,25,0,0,Salesman,,,120,190,0,0,1800,1800,5
ServeTownVisitorSalesmanHard,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_salesman,,6,9,,35,12,55,80,100,28,0,Salesman,,,230,320,0,0,1800,1800,5
ServeTownVisitorMechanicEasy,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_mechanic,,1,2,,35,11,43,17,10,0,0,Mechanic,,,50,90,0,0,1800,1800,5
ServeTownVisitorMechanicMedium,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_mechanic,,3,5,,35,9,32,28,25,0,0,Mechanic,,,120,190,0,0,1800,1800,5
ServeTownVisitorMechanicHard,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_mechanic,,6,9,,35,12,55,80,100,28,0,Mechanic,,,230,320,0,0,1800,1800,5
ServeTownVisitorLeylaEasy,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_leyla,,1,2,,35,11,43,17,10,0,0,Leyla,,,50,90,0,0,1800,1800,5
ServeTownVisitorLeylaMedium,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_leyla,,3,5,,35,9,32,28,25,0,0,Leyla,,,120,190,0,0,1800,1800,5
ServeTownVisitorLeylaHard,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_leyla,,6,9,,35,12,55,80,100,28,0,Leyla,,,230,320,0,0,1800,1800,5
ServeTownVisitorTeacherEasy,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_teacher,,1,2,,35,11,43,17,10,0,0,Teacher,,,50,90,0,0,1800,1800,5
ServeTownVisitorTeacherMedium,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_teacher,,3,5,,35,9,32,28,25,0,0,Teacher,,,120,190,0,0,1800,1800,5
ServeTownVisitorTeacherHard,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_teacher,,6,9,,35,12,55,80,100,28,0,Teacher,,,230,320,0,0,1800,1800,5
ServeTownVisitorStrongmanEasy,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_strongman,,1,2,,35,11,43,17,10,0,0,Strongman,,,50,90,0,0,1800,1800,5
ServeTownVisitorStrongmanMedium,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_strongman,,3,5,,35,9,32,28,25,0,0,Strongman,,,120,190,0,0,1800,1800,5
ServeTownVisitorStrongmanHard,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_strongman,,6,9,,35,12,55,80,100,28,0,Strongman,,,230,320,0,0,1800,1800,5
ServeTownVisitorGrandpaEasy,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_granpa,,1,2,,35,11,43,17,10,0,0,Grandpa,,,50,90,0,0,1800,1800,5
ServeTownVisitorGrandpaMedium,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_granpa,,3,5,,35,9,32,28,25,0,0,Grandpa,,,120,190,0,0,1800,1800,5
ServeTownVisitorGrandpaHard,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_granpa,,6,9,,35,12,55,80,100,28,0,Grandpa,,,230,320,0,0,1800,1800,5
ServeTownVisitorCowboyEasy,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_cowboy,,1,2,,35,11,43,17,10,0,0,Cowboy,,,50,90,0,0,1800,1800,5
ServeTownVisitorCowboyMedium,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_cowboy,,3,5,,35,9,32,28,25,0,0,Cowboy,,,120,190,0,0,1800,1800,5
ServeTownVisitorCowboyHard,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_cowboy,,6,9,,35,12,55,80,100,28,0,Cowboy,,,230,320,0,0,1800,1800,5
ServeTownVisitorActressEasy,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_victorian_woman,,1,2,,35,11,43,17,10,0,0,Actress,,,50,90,0,0,1800,1800,5
ServeTownVisitorActressMedium,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_victorian_woman,,3,5,,35,9,32,28,25,0,0,Actress,,,120,190,0,0,1800,1800,5
ServeTownVisitorActressHard,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,derby_task_icon_victorian_woman,,6,9,,35,12,55,80,100,28,0,Actress,,,230,320,0,0,1800,1800,5
ComboTask_Orders_medium,Combo,CarOrder,TID_COMBO_TASKS_ORDER_TITLE,TID_NEIGHBORHOOD_TASK_CAR_ORDER_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_CARORDERS_TASK,icon_combo_task,nh_derby_task_car_order,3,7,,36,9,28,26,21,0,0,,,,120,190,0,0,1800,1800,5
,,BoatOrder,,TID_NEIGHBORHOOD_TASK_BOAT_ORDER_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_BOATORDERS_TASK,,nh_derby_task_boat_order,1,1,,,,,,,,,,,,,,,,,,
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_TOWNVISITOR_TASK,,nh_derby_task_town_order,2,5,,,,,,,,,,,,,,,,,,
ComboTask_Picnic_medium,Combo,CollectGood,TID_COMBO_TASKS_PICNIC_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,2,3,,34,9,28,26,21,0,0,Apple Juice,Juice_Press,,120,190,720,1080,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,4,,,,,,,,,Carrot Cake,Cake_Oven,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,3,,,,,,,,,Feta Pie,Pie_Oven,,,,,,,,
ComboTask_Breakfast_medium,Combo,CollectAnimalProduct,TID_COMBO_TASKS_BREAKFAST_TITLE,TID_DERBY_TASK_HARVEST_COW_DESCRIPTION,,icon_combo_task,,12,20,,42,9,28,26,21,0,0,Milk,,,120,190,900,1440,1800,1800,5
,,CollectAnimalProduct,,TID_DERBY_TASK_HARVEST_CHICKEN_DESCRIPTION,,,,16,30,,,,,,,,,Egg,,,,,,,,,
,,CollectAnimalProduct,,TID_DERBY_TASK_HARVEST_PIG_DESCRIPTION,,,,11,17,,,,,,,,,Bacon,,,,,,,,,
ComboTask_Pets_medium,Combo,CollectAnimalProduct,TID_COMBO_TASKS_PETS_TITLE,TID_DERBY_TASK_HARVEST_COW_DESCRIPTION,,icon_combo_task,,12,20,,42,9,28,26,21,0,0,Milk,,,120,190,900,1440,1800,1800,5
,,CollectAnimalProduct,,TID_DERBY_TASK_HARVEST_PIG_DESCRIPTION,,,,11,17,,,,,,,,,Bacon,,,,,,,,,
,,HarvestCrop,,TID_DERBY_TASK_HARVEST_CARROT_DESCRIPTION,,,,53,101,,,,,,,,,Carrot,,,,,,,,,
ComboTask_Buddies_medium,Combo,GiveHelp,TID_COMBO_TASKS_BUDDIES_TITLE,TID_NEIGHBORHOOD_TASK_GIVE_HELP_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_HELP_TASK,icon_combo_task,tool_request_help,3,6,,36,9,28,26,21,0,0,,,,120,190,0,0,1800,1800,5
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_TOWNVISITOR_TASK,,nh_derby_task_town_order,2,5,,,,,,,,,,,,,,,,,,
,,FeedAnyAnimal,,TID_NEIGHBORHOOD_TASK_FEED_ANIMAL_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_FEEDANIMAL_TASK,,tool_feed_question,18,51,,,,,,,,,,,,,,,,,,
ComboTask_Angler_medium,Combo,FishLureByWeight,TID_COMBO_TASKS_ANGLER_TITLE,TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_FISHING_TASK,icon_combo_task,nh_derby_task_fishing_order,10,25,,27,9,28,26,21,0,0,,,,120,190,0,0,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,4,6,,,,,,,,,Blue Woolly Hat,Loom,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,5,,,,,,,,,Blackberry Muffin,Bakery,,,,,,,,
ComboTask_Brunch_medium,Combo,CollectGood,TID_COMBO_TASKS_BRUNCH_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,3,4,,66,9,28,26,21,0,0,Baked Potato,Barbecue_Grill,,120,190,720,1080,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,4,,,,,,,,,GreenSmoothie,Smoothie_Mixer,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,4,5,,,,,,,,,Bacon and Eggs,Barbecue_Grill,,,,,,,,
ComboTask_Chilly_medium,Combo,CollectGood,TID_COMBO_TASKS_CHILLY_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,2,3,,47,9,28,26,21,0,0,Sweater,Loom,,120,190,840,1200,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,5,7,,,,,,,,,Hot Chocolate,Cafe_Kiosk,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,3,,,,,,,,,Pumpkin Pie,Pie_Oven,,,,,,,,
ComboTask_Sweets_medium,Combo,HarvestCrop,TID_COMBO_TASKS_SWEETS_TITLE,TID_DERBY_TASK_HARVEST_STRAWBERRY_DESCRIPTION,,icon_combo_task,,36,59,,52,9,28,26,21,0,0,Strawberry,,,120,190,1200,2160,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,4,,,,,,,,,Toffee,Candy_Machine,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,3,,,,,,,,,Vanilla Ice Cream,Ice_Cream_Maker,,,,,,,,
ComboTask_Warm_medium,Combo,CollectGood,TID_COMBO_TASKS_WARM_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,2,3,,29,9,28,26,21,0,0,Vanilla Ice Cream,Ice_Cream_Maker,,120,190,720,1080,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,5,,,,,,,,,Berry Cake,Cake_Oven,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,5,,,,,,,,,Cotton Shirt,Sewing_Machine,,,,,,,,
ComboTask_Spa_medium,Combo,CollectGood,TID_COMBO_TASKS_SPA_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,3,4,,60,9,28,26,21,0,0,OliveOil,Sauce_Mixer,,120,190,900,1440,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,4,,,,,,,,,Goat Cheese,Dairy,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,3,,,,,,,,,Strawberry Candle,Candle_Maker,,,,,,,,
ComboTask_Cornucopia_medium,Combo,HarvestCrop,TID_COMBO_TASKS_CORNUCOPIA_TITLE,TID_DERBY_TASK_HARVEST_TOMATO_DESCRIPTION,,icon_combo_task,,36,60,,35,9,28,26,21,0,0,Tomato,,,120,190,1200,2160,1800,1800,5
,,HarvestCrop,,TID_DERBY_TASK_HARVEST_POTATO_DESCRIPTION,,,,37,63,,,,,,,,,Potato,,,,,,,,,
,,HarvestCrop,,TID_DERBY_TASK_HARVEST_CORN_DESCRIPTION,,,,61,121,,,,,,,,,Corn,,,,,,,,,
ComboTask_Tough_medium,Combo,ExcavateOre,TID_COMBO_TASKS_TOUGH_TITLE,TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_EXCAVATEORE_TASK,icon_combo_task,nh_derby_task_mine_order,9,17,,70,9,28,26,21,0,0,,,,120,190,0,0,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,4,6,,,,,,,,,Honey Toast,Sandwich_Bar,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,3,,,,,,,,,YogurtSmoothie,Smoothie_Mixer,,,,,,,,
ComboTask_Townies_medium,Combo,ServeTownVisitor,TID_COMBO_TASKS_TOWNIES_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,icon_combo_task,derby_task_icon_french_lady,1,2,,36,9,28,26,21,0,0,FrenchLady,,,120,190,0,0,1800,1800,5
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,,derby_task_icon_salesman,1,2,,,,,,,,,Salesman,,,,,,,,,
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,,derby_task_icon_granpa,1,2,,,,,,,,,Grandpa,,,,,,,,,
ComboTask_Townies2_medium,Combo,ServeTownVisitor,TID_COMBO_TASKS_TOWNIES_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,icon_combo_task,derby_task_icon_leyla,1,2,,36,9,28,26,21,0,0,Leyla,,,120,190,0,0,1800,1800,5
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,,derby_task_icon_mechanic,1,2,,,,,,,,,Mechanic,,,,,,,,,
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,,derby_task_icon_teacher,1,2,,,,,,,,,Teacher,,,,,,,,,
ComboTask_Crafts_medium,Combo,CollectAnimalProduct,TID_COMBO_TASKS_CRAFTS_TITLE,TID_DERBY_TASK_HARVEST_SHEEP_DESCRIPTION,,icon_combo_task,,11,17,,52,9,28,26,21,0,0,Wool,,,120,190,1200,2160,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,3,,,,,,,,,Raspberry Candle,Candle_Maker,,,,,,,,
,,HarvestCrop,,TID_DERBY_TASK_HARVEST_PUMPKIN_DESCRIPTION,,,,38,64,,,,,,,,,Pumpkin,,,,,,,,,
ComboTask_Daytrip_medium,Combo,FishLureByWeight,TID_COMBO_TASKS_DAYTRIP_TITLE,TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_FISHING_TASK,icon_combo_task,nh_derby_task_fishing_order,10,25,,75,9,28,26,21,0,0,,,,120,190,0,0,1800,1800,5
,,CarOrder,,TID_NEIGHBORHOOD_TASK_CAR_ORDER_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_CARORDERS_TASK,,nh_derby_task_car_order,3,7,,,,,,,,,,,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,4,7,,,,,,,,,Hot Dog,Hotdog_Stand,,,,,,,,
ComboTask_Market_medium,Combo,HarvestCrop,TID_COMBO_TASKS_MARKET_TITLE,TID_DERBY_TASK_HARVEST_STRAWBERRY_DESCRIPTION,,icon_combo_task,,36,59,,50,9,28,26,21,0,0,Strawberry,,,120,190,0,0,1800,1800,5
,,CollectAnimalProduct,,TID_DERBY_TASK_HARVEST_GOAT_DESCRIPTION,,,,8,13,,,,,,,,,Goat Milk,,,,,,,,,
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_TOWNVISITOR_TASK,,nh_derby_task_town_order,2,5,,,,,,,,,,,,,,,,,,
ComboTask_Vegan_medium,Combo,CollectGood,TID_COMBO_TASKS_VEGAN_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,2,4,,76,9,28,26,21,0,0,Tofu Dog,Hotdog_Stand,,120,190,900,1440,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,3,,,,,,,,,Chili Popcorn,Popcorn_Pot,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,4,,,,,,,,,Tomato Juice,Juice_Press,,,,,,,,
ComboTask_Muscles_medium,Combo,ServeTownVisitor,TID_COMBO_TASKS_MUSCLES_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_SPECIFIC_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_SPECIFIC_TOWNVISITOR_TASK,icon_combo_task,derby_task_icon_strongman,1,2,,36,9,28,26,21,0,0,Strongman,,,120,190,0,0,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,4,5,,,,,,,,,Bacon and Eggs,Barbecue_Grill,,,,,,,,
,,ExcavateOre,,TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_EXCAVATEORE_TASK,,nh_derby_task_mine_order,9,17,,,,,,,,,,,,,,,,,,
ComboTask_Orders_hard,Combo,CarOrder,TID_COMBO_TASKS_ORDER_TITLE,TID_NEIGHBORHOOD_TASK_CAR_ORDER_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_CARORDERS_TASK,icon_combo_task,nh_derby_task_car_order,10,16,,36,8,32,40,41,10,0,,,,230,320,0,0,1800,1800,5
,,BoatOrder,,TID_NEIGHBORHOOD_TASK_BOAT_ORDER_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_BOATORDERS_TASK,,nh_derby_task_boat_order,2,2,,,,,,,,,,,,,,,,,,
,,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_TOWNVISITOR_TASK,,nh_derby_task_town_order,8,13,,,,,,,,,,,,,,,,,,
ComboTask_Picnic_hard,Combo,CollectGood,TID_COMBO_TASKS_PICNIC_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,icon_combo_task,,5,7,,34,8,32,40,41,10,0,Apple Juice,Juice_Press,,230,320,1500,2400,1800,1800,5
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,9,,,,,,,,,Carrot Cake,Cake_Oven,,,,,,,,
,,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,6,7,,,,,,,,,Feta Pie,Pie_Oven,,,,,,,,
ComboTask_Breakfast_hard,Combo,CollectAnimalProduct,TID_COMBO_TASKS_BREAKFAST_TITLE,TID_DERBY_TASK_HARVEST_COW_DESCRIPTION,,icon_combo_task,,29,50,,42,8,32,40,41,10,0,Milk,,,230,320,1500,2100,1800,1800,5
,,CollectAnimalProduct,,TID_DERBY_TASK_HARVEST_CHICKEN_DESCRIPTION,,,,45,75,,,,,,,,,Egg,,,,,,,,,
,,CollectAnimalProduct,,TID_DERBY_TASK_HARVEST_PIG_DESCRIPTION,,,,23,41,,,,,,,,,Bacon,,,,,,,,,
ComboTask_Pets_hard,Combo,CollectAnimalProduct,TID_COMBO_TASKS_PETS_TITLE,TID_DERBY_TASK_HARVEST_COW_DESCRIPTION,,icon_combo_task,,29,50,,42,8,32,40,41,10,0,Milk,,,230,320,1500,2100,1800,1800,5
,,CollectAnimalProduct,,TID_DERBY_TASK_HARVEST_PIG_DESCRIPTION,,,,23,41,,,,,,,,,Bacon,,,,,,,,,
