Level,ExpToNextLevel,ExportName,GoodReward,GoodAmount,LoadingHintTIDs,MaxFields,MaxEvents,CaretakerStorageCapacity,MillerStorageCapacity,MaxCatAmount,MaxCatHouseAmount,MaxDogAmount,MaxDogHouseAmount,MaxHorseAmount,MaxHorseHouseAmount,MaxDonkeyAmount,MaxDonkeyHouseAmount,MaxBunnyAmount,MaxBunnyHouseAmount,MaxKittenAmount,MaxKittenHouseAmount,MaxPuppyAmount,MaxPuppyHouseAmount,MaxChickenHabitats,MaxCowHabitats,MaxSheepHabitats,MaxPigHabitats,MaxGoatHabitats,MaxHammermills,MaxSmelters,MaxBeeHabitats,MinGoodsInOrderDelivery,MaxGoodsInOrderDelivery,OrderCancelTimeMin,OrderSpeedUpPrice,BoatOrderSpeedUpPrice,MaxOrderCount,CashExpMultiplier,EventCounterClicks,OrderMinValue,OrderMaxValue,DiamondsToCoinsRate,GuestOrderValue,MinCrateAmountInBoatOrder,MaxCrateAmountInBoatOrder,MinBoatOrderValue,MaxBoatOrderValue,MinGoodTypesInBoatOrder,MaxGoodTypesInBoatOrder,MinBoatStayTimeMinutes,MaxBoatStayTimeMinutes,BoatETAMinutes,BoatRewardMultiplier,SpecialOrderProbablity,SpecialOrderMaxCount,LevelThresholds,ThresholdRewardSet,FeatureTID,FeaturePNGURL
99,696000,levelup_01,FreeDiamonds,10,TID_HINT_TOWN_TOWNHALL_UPGRADE,128,512,90,90,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,76,131,261,32968,119,6,12,744,844,3,3,720,1080,240,1000,10,3,5,RewardSetML12,,
,,,,,TID_HINT_SETTINGS_ADVANCED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML2,,
,,,,,TID_HINT_BEES_HONEYEXTRACTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML3,,
,,,,,TID_HINT_LEVELSTAR_NEXT_LEVEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML4,,
,,,,,TID_HINT_CONNECT_TO_SAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML5,,
100,707000,levelup_01,FreeDiamonds,50,TID_HINT_EVENTS_TEASER,128,512,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,76,132,264,33712,120,6,12,746,846,3,3,720,1080,240,1000,10,3,5,RewardSetML11,,
,,,,,TID_HINT_TOWN_MYSTERY_CHEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_TOWN_UPGRADE_BUILDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_DUCKS_ANIMATION_TEASER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_FISHING_EVENT_FISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
101,718000,levelup_01,FreeDiamonds,12,TID_HINT_EVENTS_GLOBAL_GOAL,129,516,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,76,133,266,33832,120,6,12,747,847,3,3,720,1080,240,1000,10,3,5,RewardSetML12,,
,,,,,TID_HINT_DUCKS_UPGRADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_TREES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_FISHERMAN_TUTORIAL_FISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_FACEBOOK_LIKE_FARMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
102,729000,levelup_01,FreeDiamonds,12,TID_HINT_TOWN_COMPLETE_VISITORS,129,516,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,134,268,33952,121,6,12,748,848,3,3,720,1080,240,1000,10,3,5,RewardSetML11,,
,,,,,TID_HINT_DUCKS_SIMILAR_TO_LOBSTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_SETTINGS_HELPSHIFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_FACEBOOK_LIKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_FISHERMAN_TUTORIAL_FISHING_LOBSTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
103,740000,levelup_01,FreeDiamonds,12,TID_HINT_HIRE_HELPER,130,520,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,135,270,34073,121,6,12,749,849,3,3,720,1080,240,1000,10,3,5,RewardSetML12,,
,,,,,TID_HINT_FISHING_SCRAP_BOOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_SETTINGS_HELPSHIFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_TOWN_UPGRADE_BUILDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_FACEBOOK_LIKE_FARMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
104,751000,levelup_01,FreeDiamonds,12,TID_HINT_LOBSTERS_ANIMATION_TEASER,130,520,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,136,272,34194,121,6,12,750,850,3,3,720,1080,240,1000,10,3,5,RewardSetML11,,
,,,,,TID_HINT_EVENTS_TEASER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_FAQ_MULTIPLE_DEVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_BEES_HONEYEXTRACTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_MINE_TOOLS_PICKAXE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
105,762000,levelup_01,FreeDiamonds,12,TID_HINT_LOBSTERS_UPGRADE,131,524,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,137,274,34315,121,6,12,751,851,3,3,720,1080,240,1000,10,3,5,RewardSetML12,,
,,,,,TID_HINT_BOAT_SEND_AWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_FISHERMAN_TUTORIAL_FISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_FISHING_NETS_NOT_TO_BOOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_FISHING_NETS_GET_MEAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
106,773000,levelup_01,FreeDiamonds,12,TID_HINT_TOWN_COMPLETE_VISITORS,131,524,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,138,276,34436,122,6,12,752,852,3,3,720,1080,240,1000,10,3,5,RewardSetML11,,
,,,,,TID_HINT_LEVELSTAR_NEXT_LEVEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_NEIGHBORHOOD_INVITE_FRIENDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_DUCKS_ANIMATION_TEASER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_STATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
107,784000,levelup_01,FreeDiamonds,12,TID_HINT_TREES,132,528,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,139,278,34558,122,6,12,753,853,3,3,720,1080,240,1000,10,3,5,RewardSetML12,,
,,,,,TID_HINT_EVENTS_GLOBAL_GOAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_SETTINGS_ADVANCED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_BEES_NECTAR_COLLECTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_MIDLEVEL_THRESHOLDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
108,795000,levelup_01,FreeDiamonds,12,TID_HINT_TOWN_MYSTERY_CHEST,132,528,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,140,280,34680,122,6,12,754,854,3,3,720,1080,240,1000,10,3,5,RewardSetML11,,
,,,,,TID_HINT_NEIGHBORHOOD_ONLY_ONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_FISHING_EVENT_FISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_FISHING_LURES_TO_BOOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_DUCKS_UPGRADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
109,806000,levelup_01,FreeDiamonds,12,TID_HINT_TOWN_TRAINSTATION_UPGRADE,133,532,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,141,282,34802,122,6,12,755,855,3,3,720,1080,240,1000,10,3,5,RewardSetML12,,
,,,,,TID_HINT_TOWN_TOWNHALL_UPGRADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_DUCKS_SIMILAR_TO_LOBSTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_CONNECT_TO_SAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_BOAT_SEND_AWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
110,817000,levelup_01,FreeDiamonds,12,TID_HINT_HIRE_HELPER,133,532,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,142,284,34924,123,6,12,756,856,3,3,720,1080,240,1000,10,3,5,RewardSetML11,,
,,,,,TID_HINT_FISHING_SCRAP_BOOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_STATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_FACEBOOK_LIKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_TOWN_TRAINSTATION_UPGRADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
111,828000,levelup_01,FreeDiamonds,12,TID_HINT_FISHING_LURES_TO_BOOK,134,536,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,143,286,35047,123,6,12,757,857,3,3,720,1080,240,1000,10,3,5,RewardSetML12,,
,,,,,TID_HINT_FISHING_NETS_GET_MEAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_FISHING_NETS_NOT_TO_BOOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_NEIGHBORHOOD_INVITE_FRIENDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_BEES_NECTAR_COLLECTING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
112,839000,levelup_01,FreeDiamonds,12,TID_HINT_LOBSTERS_ANIMATION_TEASER,134,536,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,144,288,35170,123,6,12,758,858,3,3,720,1080,240,1000,10,3,5,RewardSetML11,,
,,,,,TID_HINT_LOBSTERS_UPGRADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_MINE_TOOLS_PICKAXE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_MIDLEVEL_THRESHOLDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_FAQ_MULTIPLE_DEVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
113,850000,levelup_01,FreeDiamonds,12,TID_HINT_FISHERMAN_TUTORIAL_FISHING_LOBSTERS,135,540,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,145,290,35293,123,6,12,759,859,3,3,720,1080,240,1000,10,3,5,RewardSetML12,,
,,,,,TID_HINT_NEIGHBORHOOD_ONLY_ONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_TOWN_TOWNHALL_UPGRADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_SETTINGS_ADVANCED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_BEES_HONEYEXTRACTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
114,861000,levelup_01,FreeDiamonds,12,TID_HINT_LEVELSTAR_NEXT_LEVEL,135,540,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,146,292,35416,124,6,12,760,860,3,3,720,1080,240,1000,10,3,5,RewardSetML11,,
,,,,,TID_HINT_CONNECT_TO_SAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_EVENTS_TEASER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_TOWN_MYSTERY_CHEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_TOWN_UPGRADE_BUILDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
115,872000,levelup_01,FreeDiamonds,12,TID_HINT_DUCKS_ANIMATION_TEASER,136,544,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,147,294,35540,124,6,12,761,861,3,3,720,1080,240,1000,10,3,5,RewardSetML12,,
,,,,,TID_HINT_FISHING_EVENT_FISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_EVENTS_GLOBAL_GOAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_DUCKS_UPGRADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_TREES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
116,883000,levelup_01,FreeDiamonds,12,TID_HINT_FISHERMAN_TUTORIAL_FISHING,136,544,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,148,296,35664,124,6,12,762,862,3,3,720,1080,240,1000,10,3,5,RewardSetML11,,
,,,,,TID_HINT_FACEBOOK_LIKE_FARMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_TOWN_COMPLETE_VISITORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_DUCKS_SIMILAR_TO_LOBSTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_SETTINGS_HELPSHIFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
117,894000,levelup_01,FreeDiamonds,12,TID_HINT_FACEBOOK_LIKE,137,548,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,149,298,35788,124,6,12,763,863,3,3,720,1080,240,1000,10,3,5,RewardSetML12,,
,,,,,TID_HINT_FISHERMAN_TUTORIAL_FISHING_LOBSTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_HIRE_HELPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_FISHING_SCRAP_BOOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_SETTINGS_HELPSHIFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
118,905000,levelup_01,FreeDiamonds,12,TID_HINT_TOWN_UPGRADE_BUILDINGS,137,548,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,150,300,35912,125,6,12,764,864,3,3,720,1080,240,1000,10,3,5,RewardSetML11,,
,,,,,TID_HINT_FACEBOOK_LIKE_FARMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_LOBSTERS_ANIMATION_TEASER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_EVENTS_TEASER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_FAQ_MULTIPLE_DEVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
119,916000,levelup_01,FreeDiamonds,12,TID_HINT_BEES_HONEYEXTRACTOR,138,552,100,100,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,151,302,36037,125,6,12,765,865,3,3,720,1080,240,1000,10,3,5,RewardSetML12,,
,,,,,TID_HINT_MINE_TOOLS_PICKAXE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_LOBSTERS_UPGRADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_BOAT_SEND_AWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_FISHERMAN_TUTORIAL_FISHING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
120,927000,levelup_01,FreeDiamonds,12,TID_HINT_FISHING_NETS_NOT_TO_BOOK,138,552,120,120,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,152,304,36162,125,6,12,766,866,3,3,720,1080,240,1000,10,3,5,RewardSetML11,,
,,,,,TID_HINT_FISHING_NETS_GET_MEAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_TOWN_COMPLETE_VISITORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_LEVELSTAR_NEXT_LEVEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_NEIGHBORHOOD_INVITE_FRIENDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
121,938000,levelup_01,FreeDiamonds,12,TID_HINT_DUCKS_ANIMATION_TEASER,139,556,120,120,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,153,306,36287,125,6,12,767,867,3,3,720,1080,240,1000,10,3,5,RewardSetML12,,
,,,,,TID_HINT_STATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_TREES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_EVENTS_GLOBAL_GOAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_SETTINGS_ADVANCED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
122,949000,levelup_01,FreeDiamonds,12,TID_HINT_BEES_NECTAR_COLLECTING,139,556,120,120,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,154,308,36412,126,6,12,768,868,3,3,720,1080,240,1000,10,3,5,RewardSetML11,,
,,,,,TID_HINT_MIDLEVEL_THRESHOLDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_TOWN_MYSTERY_CHEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_NEIGHBORHOOD_ONLY_ONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_FISHING_EVENT_FISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
123,960000,levelup_01,FreeDiamonds,12,TID_HINT_FISHING_LURES_TO_BOOK,140,560,120,120,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,155,310,36538,126,6,12,769,869,3,3,720,1080,240,1000,10,3,5,RewardSetML12,,
,,,,,TID_HINT_DUCKS_UPGRADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_TOWN_TRAINSTATION_UPGRADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
,,,,,TID_HINT_TOWN_TOWNHALL_UPGRADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML11,,
,,,,,TID_HINT_DUCKS_SIMILAR_TO_LOBSTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
124,971000,levelup_01,FreeDiamonds,12,TID_HINT_CONNECT_TO_SAVE,140,560,120,120,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,5,1,1,6,30,3,5,9,50,77,156,312,36664,126,6,12,770,870,3,3,720,1080,240,1000,10,3,5,RewardSetML11,,
,,,,,TID_HINT_BOAT_SEND_AWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RewardSetML12,,
