TID,EN,FR,DE,ES,IT,NL,NO,PT,TR,JP,CN,KR
TID_KICK_MESSAGE_TITLE,Kick Out: <name>?,,,,,,,,,,,
TID_EMPTY_SELECT_HERO_HELPER_IN_ALLIANCE,Request for Helper Hero,,,,,,,,,,,
TID_EMPTY_SELECT_HERO_HELPER,Join team to receive Helper Hero,,,,,,,,,,,
TID_TARGET_ALREADY_IN_ALLIANCE,Player is already in a Team,,,,,,,,,,,
TID_ALLIANCE_INVITATION_OK,Invite sent successfully.,,,,,,,,,,,
TID_ALLIANCE_INVITATION_FAILED_ALREADY_IN_ALLIANCE,Player has already joined a team!,,,,,,,,,,,
TID_ALLIANCE_INVITATION_FAILED_AVATAR_ALREADY_HAS_AN_INVITE,You have already invited that player!,,,,,,,,,,,
TID_ALLIANCE_INVITATION_FAILED_AVATAR_HAS_TOO_MANY_INVITES,"Can't invite, player's inbox is full!",,,,,,,,,,,
TID_ALLIANCE_INVITATION_FAILED_NO_RIGHTS,Only Leader and Co-leader can invite new members,,,,,,,,,,,
TID_ALLIANCE_INVITATION_FAILED_USER_BANNED,"Can't invite, player has been banned from your Team!",,,,,,,,,,,
TID_VIEW_AVATAR,Player Profile,,,,,,,,,,,
TID_VIEW_AVATAR_LOADING,Loading Profile,,,,,,,,,,,
TID_COOLDOWN_REQUEST,Wait a while before requesting again!,,,,,,,,,,,
TID_BORROW_HERO_TIMER,Time Left:,,,,,,,,,,,
TID_BORROW_OUT_HERO_TIMER,Borrowed:,,,,,,,,,,,
TID_SAILING_HERO_TIMER,Sailing:,,,,,,,,,,,
TID_SAILING_HERO_QUARANTINE,Hero is sea sick,,,,,,,,,,,
TID_SAILING_HERO_QUARANTINE_DESCRIPTION,"Selected hero is unable to sail now, send ship with different heroes to recover",,,,,,,,,,,
TID_UPGRADING_HERO_TIMER,Upgrading:,,,,,,,,,,,
TID_RELEASE_HELPER_HERO_POPUP_TITLE,Return hero?,,,,,,,,,,,
TID_RELEASE_HELPER_HERO_POPUP_TEXT,Return current Helper Hero back to its owner?,,,,,,,,,,,
TID_PRINCESS_1,Look a <c3>Princess</c> - lost in the woods. We have to help her!,,,,,,,,,,,
TID_PRINCESS_2,LOST!? I'm here to take down these nasty critters before they scare my Prince. I'll show you who is lost!,,,,,,,,,,,
TID_PRINCESS_LOSE,I told you! But I like you and you look like a fella who can keep my axe shiny clean. Let's join forces?,,,,,,,,,,,
TID_PRINCESS_WIN,Ohh! Seems like you can fight. Let's join forces and go after the critters together. ,,,,,,,,,,,
TID_WIZARD_1,Hey!? Who are you and what are you doing in <c2>my</c> Forest? ,,,,,,,,,,,
TID_WIZARD_2,I'm <c3>Adventure Boy</c> and I'm looking for <c3>adventure!</c>,,,,,,,,,,,
TID_WIZARD_3,"What did you call me!? Well if that's your attitude, I challenge you to a bounce off! Let's <c3>flip a coin</c> to see who starts.",,,,,,,,,,,
TID_WIZARD_LOSE,"Not a bad bounce, but not good either. I'll tell you what, <c3>hire me</c> and I will help you on your adventure. ",,,,,,,,,,,
TID_WIZARD_WIN,"I don't like you very much but I'll tell you what, <c3>hire me</c> and I will help you on your adventure. ",,,,,,,,,,,
TID_AVATAR_STATS,Multiplayer win streak: <streak> (best: <bigstreak>),,,,,,,,,,,
TID_HERO_STATS,<match> matches\n<quest> quests\nFinished <hero> heroes,,,,,,,,,,,
TID_MUMMY_1,Whoah! A Mummy!,,,,,,,,,,,
TID_MUMMY_2,"Don't worry, I am a cute little innocent Mummy.",,,,,,,,,,,
TID_MUMMY_3,Ok... phew.,,,,,,,,,,,
TID_MUMMY_4,Now prepare to be destroyed!,,,,,,,,,,,
TID_MUMMY_WIN,I would have won but the sun was in my eyes.,,,,,,,,,,,
TID_MUMMY_LOSE,To be fair... I am amazing?,,,,,,,,,,,
TID_MUMMY_TAKE_DMG,Hey!?,,,,,,,,,,,
TID_MUMMY_DEAL_DMG,Let there be light!,,,,,,,,,,,
TID_MUMMY_HIT_OBSTACLE,Outta my way!,,,,,,,,,,,
TID_MUMMY_DIE,LOST!? I'm here to take down these nasty critters before they scare my Prince. I'll show you who is lost!,,,,,,,,,,,
TID_MUMMY_KILL,We did you go?!,,,,,,,,,,,
TID_MUMMY_SPECIAL,Shiny!,,,,,,,,,,,
TID_PIRATE_1,I'm <c2>Captain Smash</c>! You know... <c2>terror of the seas</c>. Don't believe me? Check this out!,,,,,,,,,,,
TID_PIRATE_WIN,YOU SMASHED ME...Unbelievable!! <c3>Hire</c> me and lets hunt for treasure together. We may need to upgrade that ship though.,,,,,,,,,,,
TID_PIRATE_LOSE,"Oh no, you seem to need my help <c3>Hire</c> me and lets hunt for treasure together. We may need to upgrade that ship though.",,,,,,,,,,,
TID_PRINCESS_TAKE_DMG,,,,,,,,,,,,
TID_PRINCESS_DEAL_DMG,,,,,,,,,,,,
TID_PRINCESS_HIT_OBSTACLE,,,,,,,,,,,,
TID_PRINCESS_DIE,,,,,,,,,,,,
TID_PRINCESS_KILL,,,,,,,,,,,,
TID_PRINCESS_SPECIAL,Axed!,,,,,,,,,,,
TID_WIZ_TAKE_DMG,Ouch!,,,,,,,,,,,
TID_WIZ_DEAL_DMG,That must hurt!,,,,,,,,,,,
TID_WIZ_HIT_OBSTACLE,Who put that thing there!?!,,,,,,,,,,,
TID_WIZ_DIE,,,,,,,,,,,,
TID_WIZ_KILL,,,,,,,,,,,,
TID_WIZ_SPECIAL,Fireball!,,,,,,,,,,,
TID_PIRATE_TAKE_DMG,Ouch!,,,,,,,,,,,
TID_PIRATE_DEAL_DMG,Woo hoo woo hoo hoo!,,,,,,,,,,,
TID_PIRATE_HIT_OBSTACLE,I hate land!,,,,,,,,,,,
TID_PIRATE_DIE,Impossible!,,,,,,,,,,,
TID_PIRATE_KILL,Yarr!,,,,,,,,,,,
TID_PIRATE_SPECIAL,Fire!,,,,,,,,,,,
TID_NO_HEROES_TO_BORROW,Sorry. You do not have free heroes to borrow,,,,,,,,,,,
TID_TITLE_SHARE_REPLAY,Share Replay,,,,,,,,,,,
TID_REPLAY_SHARED_SUCCESS,Replay shared!,,,,,,,,,,,
TID_REPLAY_SHARED_FAIL,You have already shared a replay. Share again in <time>.,,,,,,,,,,,
TID_PLAYER_IDLE_TOO_MUCH,<c2><name></c> forfeits after missing 3 turns.,,,,,,,,,,,
TID_PLAYER_FORFEITED,<c2><name></c> gave up!,,,,,,,,,,,
TID_PLAYER_WON,<name> won!,,,,,,,,,,,
TID_CHALLENGE_PLAYER_WON,<name> won!,,,,,,,,,,,
TID_COMBAT_AGAINST,Fight against:,,,,,,,,,,,
TID_DIAMOND_PACK_1,Fist Full of Diamonds,,,,,,,,,,,
TID_DIAMOND_PACK_2,Bag of Diamonds,,,,,,,,,,,
TID_DIAMOND_PACK_3,Sacks of Diamonds,,,,,,,,,,,
TID_DIAMOND_PACK_4,Chest of Diamonds,,,,,,,,,,,
TID_DIAMOND_PACK_5,Mega Chest of Diamonds,,,,,,,,,,,
TID_SHOP_SMALL_XP_BOOSTER_1D,XP Booster,,,,,,,,,,,
TID_SHOP_SMALL_XP_BOOSTER_3D,Super XP Booster,,,,,,,,,,,
TID_SHOP_SMALL_XP_BOOSTER_7D,Super Duper XP Booster,,,,,,,,,,,
TID_SHOP_BOOSTER_ALREADY_BOUGHT,You already are using a better XP Booster!,,,,,,,,,,,
TID_SHOP_BOOSTER_LEVEL_TOO_HIGH,XP Booster not available on <c3>XP Level <num></c>.,,,,,,,,,,,
TID_BETTER_BOOSTER_EQUIPPED,Unavailable,,,,,,,,,,,
TID_SHOP_DAYS,2 DAYS,,,,,,,,,,,
TID_SHARE_REPLAY_FAILED,Replay has been shared already by another player,,,,,,,,,,,
TID_STREAM_REPLAY_TEXT,Watch this replay!,,,,,,,,,,,
TID_BOOSTER_TEXT,XP Booster,,,,,,,,,,,
TID_BOOSTER_PERCENT,+<number>%,,,,,,,,,,,
TID_BOOSTER_MOD_LONG1,Double XP BOOSTER,,,,,,,,,,,
TID_BOOSTER_MOD_LONG2,2.5 Times XP BOOSTER,,,,,,,,,,,
TID_BOOSTER_MOD_LONG3,Triple XP BOOSTER,,,,,,,,,,,
TID_BOOSTER_MOD1,2 x ,,,,,,,,,,,
TID_BOOSTER_MOD2,2.5 x ,,,,,,,,,,,
TID_BOOSTER_MOD3,3 x ,,,,,,,,,,,
TID_ANDROID_BILLING_PRODUCT_NOT_AVAILABLE_PRICE,Tap for info,,,,,,,,,,,
TID_BORROW_HELP,Request for a hero in Team Chat!,,,,,,,,,,,
TID_ENEMY_DISCONNECTED,Opponent left the match!,,,,,,,,,,,
TID_ENEMY_RECONNECTED,Opponent is returning to the game!,,,,,,,,,,,
TID_CHEST_SMALL,You found <c3>Regular Chest</c>,,,,,,,,,,,
TID_CHEST_MEDIUM,You found <c3>Medium Chest</c>,,,,,,,,,,,
TID_CHEST_BIG,You found <c3>Super Chest</c>,,,,,,,,,,,
TID_CHEST_PVP,You found <c3>MEGA CHEST</c>,,,,,,,,,,,
TID_QUEST_DESCRIPTION_UNLOCK,Battle against the <c3><name></c>!,,,,,,,,,,,
TID_QUEST_DESCRIPTION_GET_CHEST,Win to receive a <c3>Chest</c>!,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_MONSTER_BASH,Smasher!,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_MONSTER_BASH,Clear <number> enemies in single player,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_MONSTER_BASH,Cleared <number> enemies in single player,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_EXPLORER,Explorer,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_EXPLORER,Complete <number> quests,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_EXPLORER,Progress: <number> quests,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_MULTIPLAYER,Multiplayer,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_MULTIPLAYER,Play <number> multiplayer matches,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_MULTIPLAYER,Progress: <number> matches,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_UPGRADE,Trainer,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_UPGRADE,Upgrade hero to Level <number>,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_UPGRADE,Highest Level: <number>,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_BORROW,Team Buddy,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_BORROW,Borrow <number> heroes for 6 hours to your Team buddies,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_BORROW,Progress: <number>,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_DECOS,Shopaholic,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_DECOS,Buy <number> chats,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_DECOS,Progress: <number> items,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_LEAGUES,Hall of Fame,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_LEAGUES1,Get Multiplayer Rank 6,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_LEAGUES2,Get Multiplayer Rank 3,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_LEAGUES3,Get Multiplayer Rank Crown 2,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_LEAGUES,Progress: <number> / <total>,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_WINSTREAK,Win Streak,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_WINSTREAK,Win <number> multiplayer matches in a row,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_WINSTREAK,Current best winstreak: <number>,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_HEROCOMBO,Single Fling,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_HEROCOMBO,Finish 2 opponent heroes with a single fling <number> times,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_HEROCOMBO,Progress: <number>,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_UNTOUCHABLE,Untouchable,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_UNTOUCHABLE,Complete <number> quests without losing any health,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_UNTOUCHABLE,Progress: <number> levels,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_VICTORIOUS,Victorious,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_VICTORIOUS,Win <number> multiplayer matches,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_VICTORIOUS,Won <number> matches.,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_BOUNCECOMBO,Bounce-a-lot,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_BOUNCECOMBO,Get a bounce combo of <number> or more,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_BOUNCECOMBO,Biggest combo: <number>,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_HEALER,Healer,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_HEALER,Heal your heroes for <number> hitpoints ,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_HEALER,Healed: <number> hp,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_XPLEVEL,Level Climber,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_XPLEVEL,Reach XP level <number>,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_XPLEVEL,XP level: <number>,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_HEROPVPMATCH,<hero>,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_HEROPVPMATCH,Play <number> multiplayer matches with <hero>,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_HEROPVPMATCH,Matches: <number>,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_CROWNS,Uhh Shiny,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_CROWNS,Receive <number> crowns from islands,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_CROWNS,Crowns: <number>,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_SHIP,Sailor,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_SHIP,Start a ship treasure hunt <number> times,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_SHIP,Sailed <number> times,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_3HEROSLING,Ultimate Shot,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_3HEROSLING,Finish 3 opponent heroes with a single sling <number> times,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_3HEROSLING,Progress: <number>,,,,,,,,,,,
TID_ACHIEVEMENT_TITLE_PERFECTPVP,Perfectionist,,,,,,,,,,,
TID_ACHIEVEMENT_INFO_PERFECTPVP,Win multiplayer match without losing any heroes <number> times,,,,,,,,,,,
TID_ACHIEVEMENT_COMPLETED_PERFECTPVP,Progress: <number> perfect wins,,,,,,,,,,,
TID_REJOIN_MATCH,Rejoining Match,,,,,,,,,,,
TID_REJOIN_MATCH2,Please wait...,,,,,,,,,,,
TID_DAILY_WIN_BONUS,<c3>DAILY WIN BONUS</c>,,,,,,,,,,,
TID_ACHIEVEMENTS,Achievements,,,,,,,,,,,
TID_ACHIEVEMENTS_VISIT,<name>'s achievements,,,,,,,,,,,
TID_ACHIEVEMENT_CLAIM,Claim,,,,,,,,,,,
TID_WIN_BONUS_AVAILABLE,WIN BONUS AVAILABLE,,,,,,,,,,,
TID_LOOT_BAR_HEADER,Gold,,,,,,,,,,,
TID_XP_LEVEL_HELPER,"<c3>XP Level <number></c>\n\nXP required for next level <num1>/<num2>\n\nXP Levels unlock heroes, islands and other features!",,,,,,,,,,,
TID_XP_LEVEL_HELPER_MAX,<c3>XP Level <number></c>\n\nYou have reached the maximum level!,,,,,,,,,,,
TID_SCORE_CARD_DAILY_WIN_BONUS_XP,DAILY WIN BONUS: <c3><num></c> XP,,,,,,,,,,,
TID_SCORE_CARD_DAILY_WIN_BONUS_GOLD,DAILY WIN BONUS: <c3><num2></c> Gold,,,,,,,,,,,
TID_SCORE_CARD_WINNER_XP,WIN reward: <c3><num></c>,,,,,,,,,,,
TID_SCORE_CARD_XP,Completion reward: <c3><num></c>,,,,,,,,,,,
TID_SCORE_CARD_WINNER_GOLD_REWARD,WIN reward: <c3><num></c>,,,,,,,,,,,
TID_SCORE_CARD_GOLD_REWARD,Completion reward: <c3><num></c>,,,,,,,,,,,
TID_SCORE_CARD_BOUNTY,Gold from enemies: <c3><num></c>,,,,,,,,,,,
TID_SCORE_CARD_BONUS_COINS,Bonus coins collected: <c3><num></c>,,,,,,,,,,,
TID_SCORE_CARD_TROPHY_CHANGE,You gain <c3>Trophies</c> by winning multiplayer matches. Losing makes you lose trophies. The amount gained or lost depends on the opponents trophy count.,,,,,,,,,,,
TID_SCORE_CARD_DAILY_BONUS_INFO,Heroes shown received <c3>DAILY WIN BONUS</c> +<num> XP and <c3><num2></c> Gold each.\n\nYou can get the <c3>BONUS XP</c> again when you win with other heroes!,,,,,,,,,,,
TID_EXPLANATION_ENERGY,<c3>Energy</c> is used to enter Quests or to play Multiplayer.\n\nEnergy regenerates over time.,,,,,,,,,,,
TID_EXPLANATION_COIN,<c3>Gold</c> is used to buy items from the shop.\n\nYou earn gold by completing Quests or Multiplayer matches.\n\nGold maximum is <max> ,,,,,,,,,,,
TID_EXPLANATION_BOOSTER,This<c3>Booster</c> increases XP rewards by <c3><number>%</c>.\n\nTime left <time>,,,,,,,,,,,
TID_EXPLANATION_TROPHIES,"<c3>Trophies</c> indicate your success in multiplayer. You earn trophies in Multiplayer matches, but you can also lose them!",,,,,,,,,,,
TID_EXPLANATION_BADGES,<c3>Rank Badge</c> indicates your Multiplayer Rank. Better badge you have the more rewards you get from Multiplayer!,,,,,,,,,,,
TID_EXPLANATION_DIAMOND,"<c3>Diamonds</c> can be used to buy Gold, Energy or speed up time!",,,,,,,,,,,
TID_EXPLANATION_CROWN_MISSING,You have used <c3><num_total></c> moves in this Island!\n\nTry to use <c3><num></c> less moves on this Island to get the <c3>Crown</c>,,,,,,,,,,,
TID_EXPLANATION_CROWN_FULL,Congratulations! You have completed this island in <c3><num></c> moves. You have received a <c3>Crown</c> for beating the average (<crownlimit>),,,,,,,,,,,
TID_EXPLANATION_CROWN_FULL_VISIT,"The player has completed this island in <c3><num></c> moves, and received a <c3>Crown</c> for beating the average (<crownlimit>).",,,,,,,,,,,
TID_EXPLANATION_CROWN_NOT_COMPLETED_VISIT,"The player has completed this island in <c3><num></c> moves, limit for crown: <crownlimit>.",,,,,,,,,,,
TID_EXPLANATION_ISLAND_IN_PROGRESS,The player has not completed this island yet (progress <num> / <max>).,,,,,,,,,,,
TID_EXPLANATION_CROWN_COUNT,<num> Crowns in total received from the islands.\n\nYou can see the island's Crown status from level info screen's top right corner.,,,,,,,,,,,
TID_EXPLANATION_LEAGUE,Multiplayer rewards are given based on your <c3>Rank</c>. The higher Rank you have the better rewards you can get!,,,,,,,,,,,
TID_SETTING_MUSIC,Music,,,,,,,,,,,
TID_SETTING_SFX,SFX,,,,,,,,,,,
TID_TOGGLE_ON,ON,,,,,,,,,,,
TID_TOGGLE_OFF,OFF,,,,,,,,,,,
TID_SETTINGS_ON,ON,,,,,,,,,,,
TID_SETTINGS_OFF,OFF,,,,,,,,,,,
TID_SETTING_HELP,Help & Support,,,,,,,,,,,
TID_SETTING_LINK_DEVICE,Link Device,,,,,,,,,,,
TID_SETTING_CREDITS,Credits,,,,,,,,,,,
TID_SETTINGS_TITLE,Settings,,,,,,,,,,,
TID_CREDITS_TITLE,Credits,,,,,,,,,,,
TID_CREDITS,Development\n\n<names>\n\n,,,,,,,,,,,
TID_LINK_DEVICE_TITLE,Link Device,,,,,,,,,,,
TID_LINK_DEVICE,"If you want to play on two iOS devices, please make sure you are logged into <c3>Game Center</c> on this device.\n\nThen, log into <c3>Game Center</c> with the other device. Your progress will be automatically synchronized.",,,,,,,,,,,
TID_GAME_CENTER,Game Center,,,,,,,,,,,
TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE,New Game Center login,,,,,,,,,,,
TID_BIND_TO_NEW_GAMECENTER_ACCOUNT,Do you want to save your current game on this Game Center account?,,,,,,,,,,,
TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE,Game Center Alert,,,,,,,,,,,
TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT,Do you want to load <c3><name></c>'s progress with <c2>XP level <number></c>? Warning: progress in the current game will be lost.,,,,,,,,,,,
TID_BADGE_SELECT_IMAGE,Select a badge for your Team. The badge will be shown with your Team name in the game.,,,,,,,,,,,
TID_SELECT_TEAM_BADGE_TITLE,Select Team Badge,,,,,,,,,,,
TID_CLAN_MEMBERS_ITEM,Members: <num1>/<num2>,,,,,,,,,,,
TID_INGAME_NOTIFICATION_TEAM_INVITE,<name> has invited you to a Team '<teamname>',,,,,,,,,,,
TID_INGAME_NOTIFICATION_BORROW_HERO,<name> has requested a hero,,,,,,,,,,,
TID_INGAME_NOTIFICATION_JOIN_REQUEST,<name> has requested invitation to your Team,,,,,,,,,,,
TID_INGAME_NOTIFICATION_JOIN_REJECT,<name> has rejected your invitation,,,,,,,,,,,
TID_INGAME_NOTIFICATION_JOIN_ACCEPT,<name> has accepted your invitation,,,,,,,,,,,
TID_INGAME_NOTIFICATION_KICK_OUT,<name> has removed you from a Team,,,,,,,,,,,
TID_INGAME_NOTIFICATION_REPLAY,<name> has shared new replay,,,,,,,,,,,
TID_INGAME_NOTIFICATION_HERO_RECEIVED,<name> borrowed level <level> <hero> to you!,,,,,,,,,,,
TID_INGAME_NOTIFICATION_CHALLENGE,<name> challenged you to a battle!,,,,,,,,,,,
TID_CLAN_MEMBER_NOT_IN_CLAN,No Team,,,,,,,,,,,
TID_HINT_WELCOME,Welcome!,,,,,,,,,,,
TID_HINT_BOOSTER,You can purchase an XP Booster from the shop to level up faster.,,,,,,,,,,,
TID_HINT_DRAG_CANCEL,Cancelling your move is easy: just tap the screen with another finger!,,,,,,,,,,,
TID_HINT_ENERGY_REGENERATION,Your Energy replenishes over time.,,,,,,,,,,,
TID_HINT_POWERUP_COUNTER,Your hero's combo counter takes longer to charge up each time you use it.,,,,,,,,,,,
TID_HINT_UPGRADE_HEROES,Remember to upgrade your heroes to beat the harder levels!,,,,,,,,,,,
TID_HINT_CHANGE_TEAM_SETUP,Changing your hero lineup can help you to beat some tough levels!,,,,,,,,,,,
TID_HINT_DAILY_FREE_PVP,Your first Multiplayer match of every day does not cost Energy!,,,,,,,,,,,
TID_HINT_DAILY_BONUS_XP_PVP,"Every day, all your heroes can receive a <c3>DAILY WIN BONUS!</c>",,,,,,,,,,,
TID_HINT_DAILY_BONUS_PVP,By using all your heroes every day you get maximum <c3>XP</c> and <c3>Gold</c> rewards from <c3>DAILY WIN BONUS</c>!,,,,,,,,,,,
TID_HINT_TEAM_GOALS,Joining a Team allows you to work together on <c3>Team Goals</c> and gain extra Diamonds!,,,,,,,,,,,
TID_HINT_REPLAY_CHEST,Chests can reappear on levels that you have already completed!,,,,,,,,,,,
TID_HINT_SPOOKY_BOSS,In the later levels there is rumoured to be a huge mushroom with a moustache.,,,,,,,,,,,
TID_HINT_REPLAY_LEVELS,Look out for Chests on older levels. Its a good way to get extra Gold and XP.,,,,,,,,,,,
TID_HINT_CHANGE_CHARACTER,Remember to switch the heroes you use during a match. Sometimes it is a good idea to save your hero's special ability for later in the level!,,,,,,,,,,,
TID_HINT_PVP_LOOT,In Multiplayer you earn gold for every enemy hero you defeat.,,,,,,,,,,,
TID_HINT_SPECIAL_ATTACK_TWICE,Learn to use your heroes' special abilities to maximize your chances of winning!,,,,,,,,,,,
TID_HINT_FIREBALL,The Wizard's Fireball deals damage to a big area. You can use it to take down groups of enemies!,,,,,,,,,,,
TID_HINT_MUMMY,The Mummy can take lots of damage. Try to use her to protect your more vulnerable heroes.,,,,,,,,,,,
TID_HINT_ACCOUNT_SECURITY_1,Never give out your Game Center password to anyone.,,,,,,,,,,,
TID_HINT_ACCOUNT_SECURITY_1_ANDROID,Never give out your Google credentials to anyone.,,,,,,,,,,,
TID_HINT_ACCOUNT_SECURITY_2,Supercell employees will never ask you for your Game Center password.,,,,,,,,,,,
TID_HINT_ACCOUNT_SECURITY_2_ANDROID,Supercell employees will never ask you for your Google account's password.,,,,,,,,,,,
TID_HINT_AIMING_AID,Try doing a longer drag when you need extra aiming precision for your shot.,,,,,,,,,,,
TID_HINT_VIEW_COMBO_COUNTER,Tap any hero on the playing field to see how close they are to gaining their special ability.,,,,,,,,,,,
TID_HINT_VIEW_CHARACTER_STATS,You can view hero stats during the match by tapping and holding on the hero buttons,,,,,,,,,,,
TID_HINT_TEAM_SETUP,Changing the order of heroes in the main menu also changes the order they appear on the battlefield,,,,,,,,,,,
TID_HINT_TAP_CRITTER,If you tap an enemy critter you can see how long it takes before they attack.,,,,,,,,,,,
TID_HINT_CRITTER_ATTACK,The number next to the enemy critters shows you how long before it attacks!,,,,,,,,,,,
TID_HINT_MAX_ENERGY_INCREASE,You can increase your maximum Energy permanently in the shop with Diamonds.,,,,,,,,,,,
TID_HINT_MAX_ENERGY_INCREASE2,Purchasing a Maximum Energy Increase also refills your energy.,,,,,,,,,,,
TID_HINT_GOLD_PURCHASING,You can purchase Gold from the shop.,,,,,,,,,,,
TID_HINT_CHAT_REPORT,"If you see an offensive message in the chat, tap it and choose \qReport\q to report the player.",,,,,,,,,,,
TID_HINT_CHAT_REPORT_LIMIT,Use chat reporting only when necessary - don't get carried away!,,,,,,,,,,,
TID_HINT_UNLOCKS,"Reach a higher XP Level to unlock new heroes, upgrades and more!",,,,,,,,,,,
TID_HINT_ACHIEVEMENT_GEMS,Complete Achievements and Team Goals to earn free Diamonds!,,,,,,,,,,,
TID_HINT_TROPHY_COUNT,Trophies that you win are deducted from your opponents' Trophies!,,,,,,,,,,,
TID_HINT_SHIP_UNLOCK,Unlock the Pirate and you'll be able to upgrade to the boat and send ship on a Treasure Hunt!,,,,,,,,,,,
TID_HINT_SHIP_REWARDS,"The more you upgrade your ship, the more Gold and XP you'll find from Treasure Hunt!",,,,,,,,,,,
TID_HINT_SILENCE_ENEMY,Silence your Multiplayer opponent by tapping on their speech bubble,,,,,,,,,,,
TID_HINT_CONNECT_FB,Connect to Facebook to compare your progress and highscores with your friends!,,,,,,,,,,,
TID_HINT_MEGA_CHEST,Mega Chest rewards are bigger in higher Ranks!,,,,,,,,,,,
TID_HINT_ORB_LEVELS,You'll have higher chances to earn Gembits the higher your rank is!,,,,,,,,,,,
TID_HINT_SPECIAL_EVENTS,Look out for special events – you might get special rewards!,,,,,,,,,,,
TID_HINT_TEAM_MESSAGES,Team leader & co-leaders can write mail to team members from Mail button!,,,,,,,,,,,
TID_HINT_DARK_ORB,"Dark Gembits are the rarest Gembits in the game, red, blue and green are more common",,,,,,,,,,,
TID_HINT_SPELLS,Spells can change the outcome of a match! Never go to a match unprepared!,,,,,,,,,,,
TID_HINT_SPELLS_SUPER_SIZE,The Super Size spell transforms your Hero into a giant who can scatter enemies!,,,,,,,,,,,
TID_HINT_SPELLS_ICE_CUBE,The Ice Cube spell can be used to create obstacles that can block your opponent’s shots!,,,,,,,,,,,
TID_HINT_SPELLS_FREEZE,Freeze spell prevents enemies from using their Special Powers and Abilities for a turn!,,,,,,,,,,,
TID_HINT_SPELLS_FREEZE2,While Hero is under Freeze spell their combo counter does not progress!,,,,,,,,,,,
TID_HINT_SPELLS_HEAL,Heal spell gives small amount of healing to your hero!,,,,,,,,,,,
TID_HINT_SPELL_LIGHTNING,Lightning spell is very useful against enemies with shields. Lightning always hits shielded enemies!,,,,,,,,,,,
