"Name","Sound","Volume","MinPitch","MaxPitch","ParticleEmitter","CameraShake","AttachToParent","IsoLayer","Targeted","IgnoreTargetedScaling","StartOffset","UseFlashOffset","IsLaser","PlayDuringFastForward","StatusEffectTarget","StatusEffectTargetClass","StatusEffectType","UnitState","StatusEffectPriority","StatusEffectOverride","TriggerOnStatusRefresh","StatusEffectTriggerRateMs","StatusEffectChance","ColorEffectType","ColorEffectLengthMs","Color1Add","Color2Add","Color1Mul","Color2Mul","ColorEffectPhase","ColorEffectSpeed","ShakeEffectLengthMs","ShakeStrengthX","ShakeStrengthY","ShakeSpeedX","ShakeSpeedY"
,"sfx/wd_defib_03.wav",60,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WitchDoctorCritters","sfx/crystal_critters_01.wav",60,95,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mechromancer Disembark","sfx/fem_tech_deploy_01.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/fem_tech_deploy_02.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/fem_tech_deploy_03.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MechroDemoThrow","sfx/fem_tech_demo_01.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/fem_tech_demo_02.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/fem_tech_demo_03.wav",50,98,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Freezer Troop Disembark","sfx/freezer_deploy_01.wav",50,97,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/freezer_deploy_02.wav",50,97,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/freezer_deploy_01.wav",1,97,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/freezer_deploy_03.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/freezer_deploy_01.wav",1,97,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/freezer_deploy_04.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/freezer_deploy_05.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/freezer_deploy_01.wav",1,97,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/freezer_deploy_06.wav",50,97,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bazzoka Troop disembark","sfx/bazooka_disembark_01.wav",40,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/bazooka_disembark_02.wav",40,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/bazooka_disembark_03.wav",40,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/bazooka_disembark_04.wav",40,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heavy Gunner Disembark","sfx/heavy_disembark_09.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/heavy_disembark_10.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/heavy_disembark_05.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/heavy_disembark_06.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/heavy_disembark_07.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/heavy_disembark_08.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/heavy_disembark_01.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saboteur Disembark","sfx/saboteur_disembark_01.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/saboteur_disembark_01.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/saboteur_disembark_01.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/saboteur_disembark_01.wav",50,95,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grenadier Disembark","sfx/demo_disembark_01.wav",40,95,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/demo_disembark_02.wav",40,95,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/demo_disembark_03.wav",40,95,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/demo_disembark_04.wav",40,95,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/demo_disembark_05.wav",40,95,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/demo_disembark_06.wav",40,95,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/demo_disembark_07.wav",40,95,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Medic Disembark","sfx/medic_disembark_01.wav",50,98,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/medic_disembark_02.wav",50,98,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/medic_disembark_03.wav",50,98,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/medic_disembark_04.wav",50,98,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Assault Troop Die","sfx/assault_troop_die_01.wav",70,100,110,"DeathSmall",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/assault_troop_die_02.wav",70,100,110,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/assault_troop_die_03.wav",70,100,110,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/assault_troop_die_04.wav",70,100,110,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Freezer Troop Die","sfx/freezer_die_01.wav",50,97,103,"DeathSmall",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/freezer_die_02.wav",50,97,103,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/freezer_die_03.wav",50,97,103,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/freezer_die_04.wav",50,97,103,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/freezer_die_05.wav",50,97,103,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/freezer_die_06.wav",50,97,103,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heavy Gunner Die","sfx/heavy_die_01.wav",50,95,105,"DeathBig",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/heavy_die_02.wav",50,95,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/heavy_die_03.wav",50,95,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/heavy_die_04.wav",50,95,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tank Die","sfx/tank_die_01.wav",60,95,105,"DeathBig",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bazooka Unit Die","sfx/bazooka_die_01.wav",50,95,105,"DeathSmall",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/bazooka_die_02.wav",50,95,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/bazooka_die_03.wav",50,95,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/bazooka_die_04.wav",50,95,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Healer Unit Die","sfx/medic_die_01.wav",50,98,105,"DeathSmall",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/medic_die_02.wav",50,98,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/medic_die_03.wav",50,98,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/medic_die_04.wav",50,98,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Demolition Troop Die","sfx/native_die_01.wav",40,95,102,"DeathSmall",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/native_die_02.wav",40,95,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/native_die_03.wav",40,95,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/native_die_04.wav",40,95,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grenadier Troop Die","sfx/demo_die_01.wav",40,95,102,"DeathSmall",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/demo_die_02.wav",40,95,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/demo_die_03.wav",40,95,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/demo_die_04.wav",40,95,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/demo_die_05.wav",40,95,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sfx/demo_die_06.wav",40,95,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Collect Gold","sfx/coins_collect_02.wav",40,100,100,"Collect Gold",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Wood","sfx/wood_collect_06.wav",50,100,100,"Collect Wood",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Stone","sfx/stone_collect_02.wav",50,100,100,"Collect Stone",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Metal","sfx/metal_collect_05.wav",50,100,100,"Collect Metal",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Weapon Deploy","sfx/cannon.wav",50,100,100,"Deploy",,,"objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Artillery Deploy","sfx/artillery_02.wav",60,100,100,"Deploy",,,"objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Collect Common Artifact","sfx/find_artifact_01.wav",80,100,100,"Collect Common Artifact",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Rare Artifact","sfx/find_artifact_01.wav",80,100,100,"Collect Rare Artifact",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Epic Artifact","sfx/find_artifact_01.wav",80,100,100,"Collect Epic Artifact",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Common Artifact Ice","sfx/find_artifact_01.wav",80,100,100,"Collect Common Artifact Ice",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Rare Artifact Ice","sfx/find_artifact_01.wav",80,100,100,"Collect Rare Artifact Ice",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Epic Artifact Ice","sfx/find_artifact_01.wav",80,100,100,"Collect Epic Artifact Ice",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Common Artifact Fire","sfx/find_artifact_01.wav",80,100,100,"Collect Common Artifact Fire",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Rare Artifact Fire","sfx/find_artifact_01.wav",80,100,100,"Collect Rare Artifact Fire",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Epic Artifact Fire","sfx/find_artifact_01.wav",80,100,100,"Collect Epic Artifact Fire",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Common Artifact Purple","sfx/find_artifact_01.wav",80,100,100,"Collect Common Artifact Purple",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Rare Artifact Purple","sfx/find_artifact_01.wav",80,100,100,"Collect Rare Artifact Purple",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Epic Artifact Purple","sfx/find_artifact_01.wav",80,100,100,"Collect Epic Artifact Purple",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Power Stone","sfx/find_artifact_01.wav",80,100,100,"Collect Power Stone",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Proto Part 1","sfx/find_artifact_01.wav",80,100,100,"Collect Proto Part 1",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Proto Part 2","sfx/find_artifact_01.wav",80,100,100,"Collect Proto Part 2",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Proto Part 3","sfx/find_artifact_01.wav",80,100,100,"Collect Proto Part 3",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Proto Part 4","sfx/find_artifact_01.wav",80,100,100,"Collect Proto Part 4",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Proto Part 5","sfx/find_artifact_01.wav",80,100,100,"Collect Proto Part 5",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Machine Gun Attack","sfx/machinegun_attack_02.wav",90,95,105,"MachineGunNest Muzzle Streak 1",,"true","objects","true","true",550,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"MachineGunNest Muzzle Flash 1",,"true",,"true","true",550,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"MachineGunShell",,"true",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Machine Gun Attack 2","sfx/machinegun_attack_02.wav",90,95,105,"MachineGunNest Muzzle Streak 2",,"true","objects","true","true",1000,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"MachineGunNest Muzzle Flash 2",,"true",,"true","true",1000,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"MachineGunShell 2",,"true",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Machine Gun Hit","sfx/machinegun_impact_01.wav",50,95,105,"Bullet Hit",,,"objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Bullet Hit Ground",,,"objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steal Gold","sfx/coins_collect_02.wav",50,100,100,"Steal Gold",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Steal Wood","sfx/wood_collect_04.wav",50,100,100,"Steal Wood",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Steal Stone","sfx/stone_collect_01.wav",50,100,100,"Steal Stone",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Steal Metal","sfx/metal_collect_02.wav",50,100,100,"Steal Metal",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tank Hit","sfx/tank_hit_01.wav",60,90,110,"Hit Ring1",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_2",,,"objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Soot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_bricks_dark_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit_flash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Attack_ground_flash_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_bricks_dark_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_bricks_dark_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Attack_ground_flash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tank Attack","sfx/tank_fire_01.wav",80,95,105,"tank_lightFlash",,,"objects",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Tank_smoke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Tank_smoke_black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Tank Light",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Tank_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"MuzzleFlashTank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Tank_smoke_trail",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Building Pickup","sfx/build_pickup_05.wav",100,100,100,,,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stone Pickup","sfx/stone_collect_01.wav",100,100,100,,,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Building Placing","sfx/build_placing.wav",100,100,100,"Place",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flame Tank Explosion","sfx/tank_mine_01.wav",80,95,105,"Explosion_smoke1",75,"true","top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_flash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"explosion_blast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_radial_shine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke_dispersing_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Light1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Boom_cannon_explosion_additive_bigger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Boom_cannon_explosion_slowdown_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flame_debris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"tank_debree_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"tank_debree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_tile_green",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Super_Bomb","sfx/tank_mine_01.wav",80,95,105,"bomb_crater_mortar",75,"true","ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Stone",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Light_Tall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_tiny",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Super_Bomb ground",,,,,"bomb_crater_mortar",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bomb Exposion","sfx/mine_explo_01.wav",70,95,105,"Stone",50,,"objects",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Attack_ground_flash_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Attack_ground_flash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,"objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Smoke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bomb Exposion ground",,,,,"bomb_crater_small",,,"ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cannon Attack","sfx/cannon_08v2.wav",80,95,105,"cannon_lightFlash",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Cannon_flash",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_sparks",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_tiny",,,"objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cannon Attack Large","sfx/cannon_08v2.wav",,85,95,"cannon_lightFlash2",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Cannon_flash2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit_flash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_tiny",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cannon Hit","sfx/mortar_hit_01.wav",100,95,105,"bomb_crater_mortar",,,"ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_bricks_dark",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_smoke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"LaunchRocket_smoke",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit_flash",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mortar Attack","sfx/mortar_fire_02_with_fall.wav",100,95,105,"Mortar_flash",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_lightFlash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_smoke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke_dispersing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mortar Attack 2","sfx/mortar_fire_02_with_fall.wav",100,95,105,"Mortar_flash2",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_lightFlash2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_sparks2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke_dispersing2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mortar Attack 3","sfx/mortar_fire_02_with_fall.wav",100,95,105,"Mortar_flash3",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_lightFlash3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_smoke3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_sparks3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke_dispersing3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Water Splash",,,,,"Water Splash1",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Water Splash2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Water Drop1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Water Craft Pickup","sfx/water_craft_select_01.wav",100,100,100,,,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Water Craft Placing","sfx/water_craft_place_01.wav",100,100,100,,,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Missile Attack","sfx/rocket_launcher_fire_01.wav",80,95,105,"Mortar_flash",,"true","objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"cannon_lightFlash2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Cannon_flash2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_tiny",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Missile Attack_Backside",,,,,"Launch_Stream",,"true","ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
