"Name","Dependencies","Deprecated","BuildBuilding","BuildBuildingLevel","BuildBuildingCount","DefendNPC","AttackNPC","Delay","TrainTroops","TutorialText","TutorialStep","Darken","TutorialTextBox","SpeechBubble","AbilityName","CustomIconExportName","RightAlignTextBox","ButtonText","TutorialMusic","TutorialSound","TriggerAtTownHallLevel","TriggerAtNodeTypeFound","TriggerAtRegionIndexExplored","TriggerAtRegionIndexLiberated","TriggerAtNodeIndexLiberated","TriggerAtHeroUnlocked","TriggerAtResourceGained","InitialTutorial","TriggerAtEventSpawn","TriggerAtEventWin","MegabaseState"
"first tribe unlocked","tutorial end",,,,,,,500,,"TID_TUTORIAL_TRIBES4",,"true","tutorial_native_girl","bubble_no_button_left",,"icon_sector_resource","false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBES5",,"true","tutorial_native_girl","bubble_ability_left",,"icon_sector_resource","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBES6",,"true","tutorial_native_girl","bubble_no_button_left",,"icon_sector_resource","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBES7",,"true","tutorial_native_girl","bubble_no_button_left",,"icon_sector_resource","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
"tribes unlocked (HQ22 version)","tutorial end",,,,,,,500,,"TID_TUTORIAL_TRIBES_ENDGAME1",,"true","tutorial_native_girl","bubble_no_button_left",,"icon_sector_resource","false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBES_ENDGAME2",,"true","tutorial_native_girl","bubble_ability_left",,"icon_sector_resource","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBES_ENDGAME3",,"true","tutorial_native_girl","bubble_no_button_left",,"icon_sector_resource","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBES_ENDGAME4",,"true","tutorial_native_girl","bubble_no_button_left",,"icon_sector_resource","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
"tribe encountered (north)","tutorial end",,,,,,,500,,"TID_TUTORIAL_TRIBEFOUND1_1",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,,64,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBEFOUND1_2",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBES_KEEP_EXPLORING",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
"tribe encountered (north-east)","tutorial end",,,,,,,500,,"TID_TUTORIAL_TRIBEFOUND2_1",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,,68,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBEFOUND2_2",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBES_KEEP_EXPLORING",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
"tribe encountered (south-east)","tutorial end",,,,,,,500,,"TID_TUTORIAL_TRIBEFOUND3_1",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,,56,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBEFOUND3_2",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBES_KEEP_EXPLORING",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
"tribe encountered (south)","tutorial end",,,,,,,500,,"TID_TUTORIAL_TRIBEFOUND4_1",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,,62,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBEFOUND4_2",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBES_KEEP_EXPLORING",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
"tribe encountered (south-west)","tutorial end",,,,,,,500,,"TID_TUTORIAL_TRIBEFOUND5_1",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,,37,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBEFOUND5_2",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBES_KEEP_EXPLORING",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
"tribe encountered (north-west)","tutorial end",,,,,,,500,,"TID_TUTORIAL_TRIBEFOUND6_1",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,,47,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBEFOUND6_2",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_TRIBES_KEEP_EXPLORING",,"true","tutorial_native_girl","bubble_no_button_left",,,"false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
"resource converter unlocked","tutorial end",,,,,,,500,,"TID_TUTORIAL_RESOURCECONVERTER_1",,"true","tutorial_native_girl","bubble_ability_left",,"icon_embassy","false",,"music/fem_talk.mp3","sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_RESOURCECONVERTER_2",,"true","tutorial_native_girl","bubble_no_button_left",,"icon_embassy","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_RESOURCECONVERTER_3",,"true","tutorial_native_girl","bubble_no_button_left",,"icon_embassy","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
,,,,,,,,,,"TID_TUTORIAL_RESOURCECONVERTER_4",,"true","tutorial_native_girl","bubble_no_button_left",,"icon_embassy","false",,,"sfx/tutor_no_talk_woop_01.wav",,,,,,,,,,,
