"Name","TID","LevelFile","BaseLevelFile","Loot","ExpLevel","MatchmakingSkill","DefenseValue","IsOutpost","OutpostRes","OutpostProduction","UnitType","UnitCount","CommonArtifactPiecesFromTownHall","RareArtifactPiecesFromTownHall","EpicArtifactPiecesFromTownHall","IsEvent","IsCoop","IsGearheartEvent","IsMercenaryCamp","LevelAuthorName"
"small_a_51","TID_SMALL_A_51","level/base/small_a_51.json","layout/small_a.level","0,8400,7500,800,240",22,522,723,"false",,,,,,,,,,,,
"small_a_52","TID_SMALL_A_52","level/base/small_a_52.json","layout/small_a.level","0,9800,8700,1300,290",24,578,832,"false",,,,,,,,,,,,
"small_a_53","TID_SMALL_A_53","level/base/small_a_53.json","layout/small_a.level","0,9800,8700,1300,290",24,571,817,"false",,,,,,,,,,,,
"small_a_54","TID_SMALL_A_54","level/base/small_a_54.json","layout/small_a.level","0,12000,10500,2500,370",27,661,1001,"false",,,,,,,,,,,,
"small_a_55","TID_SMALL_A_55","level/base/small_a_55.json","layout/small_a.level","0,12000,10500,2500,370",27,645,968,"false",,,,,,,,,,,,
"small_a_56","TID_SMALL_A_56","level/base/small_a_56.json","layout/small_a.level","0,11000,10000,2000,350",26,629,934,"false",,,,,,,,,,,,
"mainland_a_33","TID_MAINLAND_A_33","level/base/mainland_a_33.json","layout/mainland_a.level","0,7700,6900,600,220",21,480,646,"false",,,,,,,,,,,,
"mainland_a_34","TID_MAINLAND_A_34","level/base/mainland_a_34.json","layout/mainland_a.level","0,8400,7500,800,240",22,528,734,"false",,,,,,,,,,,,
"mainland_a_35","TID_MAINLAND_A_35","level/base/mainland_a_35.json","layout/mainland_a.level","0,9800,8700,1300,290",24,548,772,"false",,,,,,,,,,,,
"mainland_a_36","TID_MAINLAND_A_36","level/base/mainland_a_36.json","layout/mainland_a.level","0,7700,6900,600,220",21,481,648,"false",,,,,,,,,,,,
"mainland_a_37","TID_MAINLAND_A_37","level/base/mainland_a_37.json","layout/mainland_a.level","0,3400,3000,180,70",13,268,306,"false",,,,,,,,,,,,
"mainland_a_38","TID_MAINLAND_A_38","level/base/mainland_a_38.json","layout/mainland_a.level","0,7700,6900,600,220",21,467,623,"false",,,,,,,,,,,,
"mainland_a_39","TID_MAINLAND_A_39","level/base/mainland_a_39.json","layout/mainland_a.level","0,9800,8700,1300,290",24,548,773,"false",,,,,,,,,,,,
"mainland_a_40","TID_MAINLAND_A_40","level/base/mainland_a_40.json","layout/mainland_a.level","0,9800,8700,1300,290",24,595,866,"false",,,,,,,,,,,,
"mainland_a_41","TID_MAINLAND_A_41","level/base/mainland_a_41.json","layout/mainland_a.level","0,9800,8700,1300,290",24,594,863,"false",,,,,,,,,,,,
"mainland_a_42","TID_MAINLAND_A_42","level/base/mainland_a_42.json","layout/mainland_a.level","0,12000,10500,2500,370",27,678,1036,"false",,,,,,,,,,,,
"mainland_b_35","TID_MAINLAND_B_35","level/base/mainland_b_35.json","layout/mainland_b.level","0,7700,6900,600,220",21,467,622,"false",,,,,,,,,,,,
"mainland_b_36","TID_MAINLAND_B_36","level/base/mainland_b_36.json","layout/mainland_b.level","0,9800,8700,1300,290",24,553,783,"false",,,,,,,,,,,,
"mainland_b_37","TID_MAINLAND_B_37","level/base/mainland_b_37.json","layout/mainland_b.level","0,9800,8700,1300,290",24,565,805,"false",,,,,,,,,,,,
"mainland_b_38","TID_MAINLAND_B_38","level/base/mainland_b_38.json","layout/mainland_b.level","0,9100,8100,1000,270",23,543,764,"false",,,,,,,,,,,,
"mainland_b_39","TID_MAINLAND_B_39","level/base/mainland_b_39.json","layout/mainland_b.level","0,12000,10500,2500,370",27,690,1063,"false",,,,,,,,,,,,
"mainland_b_40","TID_MAINLAND_B_40","level/base/mainland_b_40.json","layout/mainland_b.level","0,18000,14000,7000,900",33,884,1506,"false",,,,,,,,,,,,
"mainland_b_41","TID_MAINLAND_B_41","level/base/mainland_b_41.json","layout/mainland_b.level","0,13000,11000,3000,400",28,715,1117,"false",,,,,,,,,,,,
"mainland_b_42","TID_MAINLAND_B_42","level/base/mainland_b_42.json","layout/mainland_b.level","0,15000,12000,4000,500",30,776,1253,"false",,,,,,,,,,,,
"mainland_b_43","TID_MAINLAND_B_43","level/base/mainland_b_43.json","layout/mainland_b.level","0,17000,13000,6000,750",32,869,1472,"false",,,,,,,,,,,,
"mainland_b_44","TID_MAINLAND_B_44","level/base/mainland_b_44.json","layout/mainland_b.level","0,18000,14000,7000,900",33,888,1516,"false",,,,,,,,,,,,
"dummy_enemybase","TID_EVENT_2","level/generate/enemybase_dummy.json","layout/enemybase.level","0,900,600,400,200",0,99999999,30,"false",,,,,,,,"true",,,,
"small_b_53","TID_SMALL_B_53","level/base/small_b_53.json","layout/small_b.level","0,2200,2000,110,40",10,214,234,"false",,,,,,,,,,,,
"small_b_54","TID_SMALL_B_54","level/base/small_b_54.json","layout/small_b.level","0,2900,2500,150,60",12,257,291,"false",,,,,,,,,,,,
"small_b_55","TID_SMALL_B_55","level/base/small_b_55.json","layout/small_b.level","0,2900,2500,150,60",12,246,276,"false",,,,,,,,,,,,
"small_b_56","TID_SMALL_B_56","level/base/small_b_56.json","layout/small_b.level","0,4300,3900,250,110",15,294,342,"false",,,,,,,,,,,,
"small_b_57","TID_SMALL_B_57","level/base/small_b_57.json","layout/small_b.level","0,5800,5300,360,160",18,378,471,"false",,,,,,,,,,,,
"small_b_58","TID_SMALL_B_58","level/base/small_b_58.json","layout/small_b.level","0,4800,4300,280,120",16,358,440,"false",,,,,,,,,,,,
"small_b_59","TID_SMALL_B_59","level/base/small_b_59.json","layout/small_b.level","0,5800,5300,360,160",18,400,508,"false",,,,,,,,,,,,
"small_b_60","TID_SMALL_B_60","level/base/small_b_60.json","layout/small_b.level","0,5800,5300,360,160",18,409,523,"false",,,,,,,,,,,,
"small_b_61","TID_SMALL_B_61","level/base/small_b_61.json","layout/small_b.level","0,6400,5800,400,180",19,443,580,"false",,,,,,,,,,,,
"small_b_62","TID_SMALL_B_62","level/base/small_b_62.json","layout/small_b.level","0,7700,6900,600,220",21,464,617,"false",,,,,,,,,,,,
"small_a_57","TID_SMALL_A_57","level/base/small_a_57.json","layout/small_a.level","0,640,600,30,5",3,47,60,"false",,,,,,,,,,,,
"small_a_58","TID_SMALL_A_58","level/base/small_a_58.json","layout/small_a.level","0,640,600,30,5",3,39,54,"false",,,,,,,,,,,,
"small_a_59","TID_SMALL_A_59","level/base/small_a_59.json","layout/small_a.level","0,720,700,30,5",4,64,74,"false",,,,,,,,,,,,
"small_a_60","TID_SMALL_A_60","level/base/small_a_60.json","layout/small_a.level","0,550,500,20,5",2,27,45,"false",,,,,,,,,,,,
"small_a_61","TID_SMALL_A_61","level/base/small_a_61.json","layout/small_a.level","0,500,400,20,5",1,11,34,"false",,,,,,,,,,,,
"small_a_62","TID_SMALL_A_62","level/base/small_a_62.json","layout/small_a.level","0,1600,1200,60,20",8,146,154,"false",,,,,,,,,,,,
"small_a_63","TID_SMALL_A_63","level/base/small_a_63.json","layout/small_a.level","0,1100,900,40,10",6,113,119,"false",,,,,,,,,,,,
"small_a_64","TID_SMALL_A_64","level/base/small_a_64.json","layout/small_a.level","0,1600,1200,60,20",8,149,157,"false",,,,,,,,,,,,
"small_a_65","TID_SMALL_A_65","level/base/small_a_65.json","layout/small_a.level","0,2200,2000,110,40",10,219,240,"false",,,,,,,,,,,,
"small_a_66","TID_SMALL_A_66","level/base/small_a_66.json","layout/small_a.level","0,2200,2000,110,40",10,211,230,"false",,,,,,,,,,,,
"med_a_85","TID_MED_A_85","level/base/med_a_85.json","layout/med_a.level","0,7700,6900,600,220",21,496,675,"false",,,,,,,,,,,,
"med_a_86","TID_MED_A_86","level/base/med_a_86.json","layout/med_a.level","0,8400,7500,800,240",22,516,712,"false",,,,,,,,,,,,
"med_a_87","TID_MED_A_87","level/base/med_a_87.json","layout/med_a.level","0,7000,6300,500,190",20,461,612,"false",,,,,,,,,,,,
"med_a_88","TID_MED_A_88","level/base/med_a_88.json","layout/med_a.level","0,7700,6900,600,220",21,499,680,"false",,,,,,,,,,,,
"med_a_89","TID_MED_A_89","level/base/med_a_89.json","layout/med_a.level","0,7700,6900,600,220",21,471,629,"false",,,,,,,,,,,,
"med_a_90","TID_MED_A_90","level/base/med_a_90.json","layout/med_a.level","0,7700,6900,600,220",21,501,684,"false",,,,,,,,,,,,
"med_a_91","TID_MED_A_91","level/base/med_a_91.json","layout/med_a.level","0,7700,6900,600,220",21,511,702,"false",,,,,,,,,,,,
"med_a_92","TID_MED_A_92","level/base/med_a_92.json","layout/med_a.level","0,8400,7500,800,240",22,519,718,"false",,,,,,,,,,,,
"med_a_93","TID_MED_A_93","level/base/med_a_93.json","layout/med_a.level","0,7700,6900,600,220",21,489,662,"false",,,,,,,,,,,,
"med_a_94","TID_MED_A_94","level/base/med_a_94.json","layout/med_a.level","0,7700,6900,600,220",21,494,672,"false",,,,,,,,,,,,
"mainland_a_43","TID_MAINLAND_A_43","level/base/mainland_a_43.json","layout/mainland_a.level","0,19000,15000,8000,1200",34,999,1795,"false",,,,,,,,,,,,
"mainland_a_44","TID_MAINLAND_A_44","level/base/mainland_a_44.json","layout/mainland_a.level","0,20000,16000,10000,1600",35,1030,1877,"false",,,,,,,,,,,,
"mainland_a_45","TID_MAINLAND_A_45","level/base/mainland_a_45.json","layout/mainland_a.level","0,19000,15000,8000,1200",34,995,1786,"false",,,,,,,,,,,,
"mainland_a_46","TID_MAINLAND_A_46","level/base/mainland_a_46.json","layout/mainland_a.level","0,20000,16000,10000,1600",35,1038,1897,"false",,,,,,,,,,,,
"mainland_a_47","TID_MAINLAND_A_47","level/base/mainland_a_47.json","layout/mainland_a.level","0,23000,19000,13000,4000",38,1170,2257,"false",,,,,,,,,,,,
"mainland_a_48","TID_MAINLAND_A_48","level/base/mainland_a_48.json","layout/mainland_a.level","0,21000,17000,11000,2000",36,1100,2062,"false",,,,,,,,,,,,
"mainland_a_49","TID_MAINLAND_A_49","level/base/mainland_a_49.json","layout/mainland_a.level","0,24000,20000,15000,5000",39,1178,2277,"false",,,,,,,,,,,,
"mainland_a_50","TID_MAINLAND_A_50","level/base/mainland_a_50.json","layout/mainland_a.level","0,24000,20000,15000,5000",39,1226,2415,"false",,,,,,,,,,,,
"mainland_a_51","TID_MAINLAND_A_51","level/base/mainland_a_51.json","layout/mainland_a.level","0,24000,20000,15000,5000",39,1270,2542,"false",,,,,,,,,,,,
"mainland_a_52","TID_MAINLAND_A_52","level/base/mainland_a_52.json","layout/mainland_a.level","0,26000,21500,16000,6000",40,1295,2616,"false",,,,,,,,,,,,
"mainland_b_45","TID_MAINLAND_B_45","level/base/mainland_b_45.json","layout/mainland_b.level","0,4300,3900,250,110",15,335,404,"false",,,,,,,,,,,,
"mainland_b_46","TID_MAINLAND_B_46","level/base/mainland_b_46.json","layout/mainland_b.level","0,7000,6300,500,190",20,451,594,"false",,,,,,,,,,,,
"mainland_b_47","TID_MAINLAND_B_47","level/base/mainland_b_47.json","layout/mainland_b.level","0,7700,6900,600,220",21,484,654,"false",,,,,,,,,,,,
"mainland_b_48","TID_MAINLAND_B_48","level/base/mainland_b_48.json","layout/mainland_b.level","0,3400,3000,180,70",13,262,297,"false",,,,,,,,,,,,
"mainland_b_49","TID_MAINLAND_B_49","level/base/mainland_b_49.json","layout/mainland_b.level","0,9800,8700,1300,290",24,591,858,"false",,,,,,,,,,,,
"mainland_b_50","TID_MAINLAND_B_50","level/base/mainland_b_50.json","layout/mainland_b.level","0,9800,8700,1300,290",24,567,809,"false",,,,,,,,,,,,
"mainland_b_51","TID_MAINLAND_B_51","level/base/mainland_b_51.json","layout/mainland_b.level","0,7700,6900,600,220",21,501,684,"false",,,,,,,,,,,,
"mainland_b_52","TID_MAINLAND_B_52","level/base/mainland_b_52.json","layout/mainland_b.level","0,12000,10500,2500,370",27,637,951,"false",,,,,,,,,,,,
"mainland_b_53","TID_MAINLAND_B_53","level/base/mainland_b_53.json","layout/mainland_b.level","0,19000,15000,8000,1200",34,999,1795,"false",,,,,,,,,,,,
"mainland_b_54","TID_MAINLAND_B_54","level/base/mainland_b_54.json","layout/mainland_b.level","0,13000,11000,3000,400",28,722,1131,"false",,,,,,,,,,,,
"mainland_a_54","TID_MAINLAND_A_54","level/base/mainland_a_54.json","layout/mainland_a.level","0,5800,5300,360,160",18,380,475,"false",,,,,,,,,,,,
"mainland_b_55","TID_MAINLAND_B_55","level/base/mainland_b_55.json","layout/mainland_b.level","0,4800,4300,280,120",16,346,420,"false",,,,,,,,,,,,
"mainland_b_56","TID_MAINLAND_B_56","level/base/mainland_b_56.json","layout/mainland_b.level","0,9800,8700,1300,290",24,562,801,"false",,,,,,,,,,,,
"mainland_a_53","TID_MAINLAND_A_53","level/base/mainland_a_53.json","layout/mainland_a.level","0,3400,3000,180,70",13,266,303,"false",,,,,,,,,,,,
"med_a_95","TID_MED_A_95","level/base/med_a_95.json","layout/med_a.level","0,12000,10500,2500,370",27,702,1089,"false",,,,,,,,,,,,
"med_a_96","TID_MED_A_96","level/base/med_a_96.json","layout/med_a.level","0,7700,6900,600,220",21,472,632,"false",,,,,,,,,,,,
"mainland_a_55","TID_MAINLAND_A_55","level/base/mainland_a_55.json","layout/mainland_a.level","0,4800,4300,280,120",16,352,430,"false",,,,,,,,,,,,
"mainland_a_57","TID_MAINLAND_A_57","level/base/mainland_a_57.json","layout/mainland_a.level","0,3800,3500,220,90",14,275,316,"false",,,,,,,,,,,,
"mainland_b_59","TID_MAINLAND_B_59","level/base/mainland_b_59.json","layout/mainland_b.level","0,5300,4800,320,140",17,365,450,"false",,,,,,,,,,,,
"med_a_97","TID_MED_A_97","level/base/med_a_97.json","layout/med_a.level","0,6400,5800,400,180",19,438,571,"false",,,,,,,,,,,,
"mainland_a_61","TID_MAINLAND_A_61","level/base/mainland_a_61.json","layout/mainland_a.level","0,4300,3900,250,110",15,295,344,"false",,,,,,,,,,,,
"mainland_a_56","TID_MAINLAND_A_56","level/base/mainland_a_56.json","layout/mainland_a.level","0,5300,4800,320,140",17,369,456,"false",,,,,,,,,,,,
"mainland_a_58","TID_MAINLAND_A_58","level/base/mainland_a_58.json","layout/mainland_a.level","0,4300,3900,250,110",15,323,385,"false",,,,,,,,,,,,
"mainland_b_60","TID_MAINLAND_B_60","level/base/mainland_b_60.json","layout/mainland_b.level","0,5300,4800,320,140",17,362,446,"false",,,,,,,,,,,,
"med_a_98","TID_MED_A_98","level/base/med_a_98.json","layout/med_a.level","0,5800,5300,360,160",18,408,521,"false",,,,,,,,,,,,
"mainland_a_62","TID_MAINLAND_A_62","level/base/mainland_a_62.json","layout/mainland_a.level","0,3400,3000,180,70",13,269,307,"false",,,,,,,,,,,,
"med_a_99","TID_MED_A_99","level/base/med_a_99.json","layout/med_a.level","0,36000,32000,27000,18000",48,1786,4195,"false",,,,,,,,,,,,
"mainland_a_63","TID_MAINLAND_A_63","level/base/mainland_a_63.json","layout/mainland_a.level","0,44000,39000,36000,30000",53,2197,5709,"false",,,,,,,,,,,,
"mainland_b_61","TID_MAINLAND_B_61","level/base/mainland_b_61.json","layout/mainland_b.level","0,51000,45000,44000,41000",57,2461,6760,"false",,,,,,,,,,,,
"small_a_67","TID_SMALL_A_67","level/base/small_a_67.json","layout/small_a.level","0,56000,50000,50000,50000",60,2843,8395,"false",,,,,,,,,,,,
"mainland_a_64","TID_MAINLAND_A_64","level/base/mainland_a_64.json","layout/mainland_a.level","0,21000,17000,11000,2000",36,1104,2074,"false",,,,,,,,,,,,
"mainland_a_65","TID_MAINLAND_A_65","level/base/mainland_a_65.json","layout/mainland_a.level","0,26000,21500,16000,6000",40,1312,2665,"false",,,,,,,,,,,,
"mainland_a_66","TID_MAINLAND_A_66","level/base/mainland_a_66.json","layout/mainland_a.level","0,32000,28500,23000,12000",45,1551,3408,"false",,,,,,,,,,,,
"mainland_a_67","TID_MAINLAND_A_67","level/base/mainland_a_67.json","layout/mainland_a.level","0,24000,20000,15000,5000",39,1194,2323,"false",,,,,,,,,,,,
"mainland_a_68","TID_MAINLAND_A_68","level/base/mainland_a_68.json","layout/mainland_a.level","0,24000,20000,15000,5000",39,1215,2382,"false",,,,,,,,,,,,
"mainland_a_70","TID_MAINLAND_A_70","level/base/mainland_a_70.json","layout/mainland_a.level","0,27000,23000,17000,7000",41,1330,2718,"false",,,,,,,,,,,,
"mainland_a_71","TID_MAINLAND_A_71","level/base/mainland_a_71.json","layout/mainland_a.level","0,32000,28500,23000,12000",45,1505,3260,"false",,,,,,,,,,,,
"mainland_b_62","TID_MAINLAND_B_62","level/base/mainland_b_62.json","layout/mainland_b.level","0,21000,17000,11000,2000",36,1104,2075,"false",,,,,,,,,,,,
"mainland_b_63","TID_MAINLAND_B_63","level/base/mainland_b_63.json","layout/mainland_b.level","0,28000,24500,18000,8000",42,1404,2944,"false",,,,,,,,,,,,
"mainland_b_64","TID_MAINLAND_B_64","level/base/mainland_b_64.json","layout/mainland_b.level","0,38000,34000,29000,20000",49,1926,4691,"false",,,,,,,,,,,,
"mainland_b_65","TID_MAINLAND_B_65","level/base/mainland_b_65.json","layout/mainland_b.level","0,24000,20000,15000,5000",39,1241,2459,"false",,,,,,,,,,,,
"med_a_100","TID_MED_A_100","level/base/med_a_100.json","layout/med_a.level","0,27000,23000,17000,7000",41,1342,2756,"false",,,,,,,,,,,,
"small_a_70","TID_SMALL_A_70","level/base/small_a_70.json","layout/small_a.level","0,28000,24500,18000,8000",42,1363,2819,"false",,,,,,,,,,,,
"small_a_71","TID_SMALL_A_71","level/base/small_a_71.json","layout/small_a.level","0,27000,23000,17000,7000",41,1330,2720,"false",,,,,,,,,,,,
"small_a_72","TID_SMALL_A_72","level/base/small_a_72.json","layout/small_a.level","0,51000,45000,44000,41000",57,2528,7037,"false",,,,,,,,,,,,
"small_a_73","TID_SMALL_A_73","level/base/small_a_73.json","layout/small_a.level","0,41000,36000,32000,25000",51,2086,5283,"false",,,,,,,,,,,,
"small_b_63","TID_SMALL_B_63","level/base/small_b_63.json","layout/small_b.level","0,21000,17000,11000,2000",36,1105,2077,"false",,,,,,,,,,,,
"small_b_64","TID_SMALL_B_64","level/base/small_b_64.json","layout/small_b.level","0,24000,20000,15000,5000",39,1234,2437,"false",,,,,,,,,,,,
"small_b_65","TID_SMALL_B_65","level/base/small_b_65.json","layout/small_b.level","0,28000,24500,18000,8000",42,1399,2929,"false",,,,,,,,,,,,
"mainland_b_66","TID_MAINLAND_B_66","level/base/mainland_b_66.json","layout/mainland_b.level","0,24000,20000,15000,5000",39,1266,2529,"false",,,,,,,,,,,,
"mainland_b_67","TID_MAINLAND_B_67","level/base/mainland_b_67.json","layout/mainland_b.level","0,26000,21500,16000,6000",40,1293,2610,"false",,,,,,,,,,,,
"mainland_b_68","TID_MAINLAND_B_68","level/base/mainland_b_68.json","layout/mainland_b.level","0,34000,30000,24000,14000",46,1643,3708,"false",,,,,,,,,,,,
"med_a_101","TID_MED_A_101","level/base/med_a_101.json","layout/med_a.level","0,54000,48000,48000,47000",59,2696,7749,"false",,,,,,,,,,,,
"med_a_102","TID_MED_A_102","level/base/med_a_102.json","layout/med_a.level","0,15000,12000,4000,500",30,822,1360,"false",,,,,,,,,,,,
"med_a_103","TID_MED_A_103","level/base/med_a_103.json","layout/med_a.level","0,16000,12500,5000,600",31,833,1386,"false",,,,,,,,,,,,
"med_a_104","TID_MED_A_104","level/base/med_a_104.json","layout/med_a.level","0,18000,14000,7000,900",33,889,1520,"false",,,,,,,,,,,,
"med_a_105","TID_MED_A_105","level/base/med_a_105.json","layout/med_a.level","0,22000,18000,12000,3000",37,1131,2149,"false",,,,,,,,,,,,
"med_a_106","TID_MED_A_106","level/base/med_a_106.json","layout/med_a.level","0,32000,28500,23000,12000",45,1568,3461,"false",,,,,,,,,,,,
"med_a_107","TID_MED_A_107","level/base/med_a_107.json","layout/med_a.level","0,46000,41000,38000,33000",54,2284,6048,"false",,,,,,,,,,,,
"med_a_108","TID_MED_A_108","level/base/med_a_108.json","layout/med_a.level","0,46000,41000,38000,33000",54,2222,5806,"false",,,,,,,,,,,,
"med_a_109","TID_MED_A_109","level/base/med_a_109.json","layout/med_a.level","0,28000,24500,18000,8000",42,1389,2898,"false",,,,,,,,,,,,
"med_a_110","TID_MED_A_110","level/base/med_a_110.json","layout/med_a.level","0,28000,24500,18000,8000",42,1427,3015,"false",,,,,,,,,,,,
"med_a_111","TID_MED_A_111","level/base/med_a_111.json","layout/med_a.level","0,35000,31000,26000,16000",47,1735,4018,"false",,,,,,,,,,,,
"med_a_112","TID_MED_A_112","level/base/med_a_112.json","layout/med_a.level","0,27000,23000,17000,7000",41,1343,2758,"false",,,,,,,,,,,,
"med_a_113","TID_MED_A_113","level/base/med_a_113.json","layout/med_a.level","0,31000,27000,21000,10000",44,1474,3161,"false",,,,,,,,,,,,
"med_a_114","TID_MED_A_114","level/base/med_a_114.json","layout/med_a.level","0,28000,24500,18000,8000",42,1357,2801,"false",,,,,,,,,,,,
"small_b_66","TID_SMALL_B_66","level/base/small_b_66.json","layout/small_b.level","0,28000,24500,18000,8000",42,1378,2864,"false",,,,,,,,,,,,
"small_b_67","TID_SMALL_B_67","level/base/small_b_67.json","layout/small_b.level","0,19000,15000,8000,1200",34,1010,1824,"false",,,,,,,,,,,,
"small_b_68","TID_SMALL_B_68","level/base/small_b_68.json","layout/small_b.level","0,16000,12500,5000,600",31,849,1422,"false",,,,,,,,,,,,
"small_b_69","TID_SMALL_B_69","level/base/small_b_69.json","layout/small_b.level","0,21000,17000,11000,2000",36,1104,2075,"false",,,,,,,,,,,,
"small_b_70","TID_SMALL_B_70","level/base/small_b_70.json","layout/small_b.level","0,22000,18000,12000,3000",37,1120,2118,"false",,,,,,,,,,,,
"small_b_71","TID_SMALL_B_71","level/base/small_b_71.json","layout/small_b.level","0,18000,14000,7000,900",33,893,1529,"false",,,,,,,,,,,,
"small_b_72","TID_SMALL_B_72","level/base/small_b_72.json","layout/small_b.level","0,18000,14000,7000,900",33,911,1574,"false",,,,,,,,,,,,
"small_b_73","TID_SMALL_B_73","level/base/small_b_73.json","layout/small_b.level","0,15000,12000,4000,500",30,781,1265,"false",,,,,,,,,,,,
"small_b_74","TID_SMALL_B_74","level/base/small_b_74.json","layout/small_b.level","0,20000,16000,10000,1600",35,1041,1904,"false",,,,,,,,,,,,
"small_b_75","TID_SMALL_B_75","level/base/small_b_75.json","layout/small_b.level","0,9800,8700,1300,290",24,581,837,"false",,,,,,,,,,,,
"small_b_76","TID_SMALL_B_76","level/base/small_b_76.json","layout/small_b.level","0,28000,24500,18000,8000",42,1364,2822,"false",,,,,,,,,,,,
"small_b_77","TID_SMALL_B_77","level/base/small_b_77.json","layout/small_b.level","0,21000,17000,11000,2000",36,1074,1993,"false",,,,,,,,,,,,
"small_a_74","TID_SMALL_A_74","level/base/small_a_74.json","layout/small_a.level","0,38000,34000,29000,20000",49,1953,4789,"false",,,,,,,,,,,,
"small_a_75","TID_SMALL_A_75","level/base/small_a_75.json","layout/small_a.level","0,18000,14000,7000,900",33,962,1701,"false",,,,,,,,,,,,
"small_a_76","TID_SMALL_A_76","level/base/small_a_76.json","layout/small_a.level","0,13000,11000,3000,400",28,719,1125,"false",,,,,,,,,,,,
"small_a_77","TID_SMALL_A_77","level/base/small_a_77.json","layout/small_a.level","0,12000,10500,2500,370",27,672,1023,"false",,,,,,,,,,,,
"small_a_78","TID_SMALL_A_78","level/base/small_a_78.json","layout/small_a.level","0,9800,8700,1300,290",24,584,843,"false",,,,,,,,,,,,
"small_a_79","TID_SMALL_A_79","level/base/small_a_79.json","layout/small_a.level","0,15000,12000,4000,500",30,775,1250,"false",,,,,,,,,,,,
"small_a_80","TID_SMALL_A_80","level/base/small_a_80.json","layout/small_a.level","0,16000,12500,5000,600",31,863,1456,"false",,,,,,,,,,,,
"small_a_81","TID_SMALL_A_81","level/base/small_a_81.json","layout/small_a.level","0,22000,18000,12000,3000",37,1139,2170,"false",,,,,,,,,,,,
"small_a_82","TID_SMALL_A_82","level/base/small_a_82.json","layout/small_a.level","0,15000,12000,4000,500",30,761,1220,"false",,,,,,,,,,,,
"small_a_83","TID_SMALL_A_83","level/base/small_a_83.json","layout/small_a.level","0,6400,5800,400,180",19,425,550,"false",,,,,,,,,,,,
"small_a_84","TID_SMALL_A_84","level/base/small_a_84.json","layout/small_a.level","0,4800,4300,280,120",16,350,427,"false",,,,,,,,,,,,
"small_a_85","TID_SMALL_A_85","level/base/small_a_85.json","layout/small_a.level","0,4300,3900,250,110",15,292,339,"false",,,,,,,,,,,,
"small_a_86","TID_SMALL_A_86","level/base/small_a_86.json","layout/small_a.level","0,3400,3000,180,70",13,272,311,"false",,,,,,,,,,,,
"small_a_87","TID_SMALL_A_87","level/base/small_a_87.json","layout/small_a.level","0,4300,3900,250,110",15,305,359,"false",,,,,,,,,,,,
"small_a_88","TID_SMALL_A_88","level/base/small_a_88.json","layout/small_a.level","0,3400,3000,180,70",13,262,297,"false",,,,,,,,,,,,
"small_a_89","TID_SMALL_A_89","level/base/small_a_89.json","layout/small_a.level","0,7700,6900,600,220",21,488,661,"false",,,,,,,,,,,,
"small_a_90","TID_SMALL_A_90","level/base/small_a_90.json","layout/small_a.level","0,7700,6900,600,220",21,493,669,"false",,,,,,,,,,,,
"small_a_91","TID_SMALL_A_91","level/base/small_a_91.json","layout/small_a.level","0,4300,3900,250,110",15,315,373,"false",,,,,,,,,,,,
"small_a_92","TID_SMALL_A_92","level/base/small_a_92.json","layout/small_a.level","0,18000,14000,7000,900",33,943,1653,"false",,,,,,,,,,,,
"small_a_93","TID_SMALL_A_93","level/base/small_a_93.json","layout/small_a.level","0,36000,32000,27000,18000",48,1880,4526,"false",,,,,,,,,,,,
"mainland_a_72","TID_MAINLAND_A_72","level/base/mainland_a_72.json","layout/mainland_a.level","0,5800,5300,360,160",18,386,485,"false",,,,,,,,,,,,
"mainland_a_73","TID_MAINLAND_A_73","level/base/mainland_a_73.json","layout/mainland_a.level","0,5800,5300,360,160",18,381,476,"false",,,,,,,,,,,,
"mainland_a_74","TID_MAINLAND_A_74","level/base/mainland_a_74.json","layout/mainland_a.level","0,5800,5300,360,160",18,412,527,"false",,,,,,,,,,,,
"mainland_a_75","TID_MAINLAND_A_75","level/base/mainland_a_75.json","layout/mainland_a.level","0,24000,20000,15000,5000",39,1204,2353,"false",,,,,,,,,,,,
"mainland_a_76","TID_MAINLAND_A_76","level/base/mainland_a_76.json","layout/mainland_a.level","0,5800,5300,360,160",18,402,511,"false",,,,,,,,,,,,
"mainland_a_77","TID_MAINLAND_A_77","level/base/mainland_a_77.json","layout/mainland_a.level","0,4800,4300,280,120",16,341,412,"false",,,,,,,,,,,,
"mainland_a_78","TID_MAINLAND_A_78","level/base/mainland_a_78.json","layout/mainland_a.level","0,2600,2200,120,50",11,225,248,"false",,,,,,,,,,,,
"mainland_a_79","TID_MAINLAND_A_79","level/base/mainland_a_79.json","layout/mainland_a.level","0,4300,3900,250,110",15,328,393,"false",,,,,,,,,,,,
"mainland_a_80","TID_MAINLAND_A_80","level/base/mainland_a_80.json","layout/mainland_a.level","0,4800,4300,280,120",16,341,412,"false",,,,,,,,,,,,
"small_b_78","TID_SMALL_B_78","level/base/small_b_78.json","layout/small_b.level","0,27000,23000,17000,7000",41,1334,2730,"false",,,,,,,,,,,,
"Coop harbor_1","TID_HARBOR_01","level/generate/harbor_1.json","layout/harbor.level","0,0,0,0,0",60,1,10,"false",,,,,,,,,"true",,,
"Coop harbor_2","TID_HARBOR_02","level/generate/harbor_2.json","layout/harbor.level","0,0,0,0,0",60,1,8,"false",,,,,,,,,"true",,,
